COMMENT_ID,DATE,CONTENT,CLASS
z13ri55z2su3xp2v123ie1ywjn31zj0sl,01:00.6,"If you could take time &amp; spare a min to read this, then thank you. <br /><br />Im a rapper, if we&#39;re gonna be honest theres thousands maybe even millions<br /><br />of those in the world but not too many with ambition, dedication &amp; passion.<br /><br />I don&#39;t have money for huge YouTube advertisements or incredible music videos<br /><br />so all im left with is comments to expose my music.<br /><br />If you could take a moment and give me a chance ill make you a believer<br /><br />I would love? nothing more than a loyal following on YouTube. For anyone who <br /><br />Reads this could you press the &quot;THUMBS UP&quot;  others will see it.<br /><br />Doing so will help me push closer to my dream :) Thank You﻿",1
z12yfvzzpt2tizxvb22yj334vzmrh13gc04,29:19.0,Katy Perry - Roar (Official): http://youtu.be/CevxZvSJLk8﻿,0
z13gut2zbtidsnbew23sylmaxrfxhrimv,35:54.6,Lip synch is terrible﻿,0
z125ynbaple1d13c322isreomnqfwlbpm04,51:51.5,"So,cool！！﻿",0
z13gelg50zuihd2bs04ccvojgrfvfrwjfmw0k,46:38.3,shuffle!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿,0
z12ijbn5grjidp3vj23psvhyjvv2djpol04,51:24.0,I love this song &amp;I love shakira&lt;333♡♡♡♡♡♡♡♡♡♡♡《33☆☆☆﻿,0
_2viQ_Qnc69ETVqiialEz0s1k4Xnlmwuu1m1Hr-YzRE,23:13.1,check out our bands page on youtube killtheclockhd - check out some of our original songs including &quot;your disguise&quot;,1
z131xnrwqtybhzilh22hipqauyuhvnlx104,14:20.0,Hii youtube﻿,0
z122wfnzgt30fhubn04cdn3xfx2mxzngsl40k,33:27.0,i turned it on mute as soon is i came on i just wanted to check the  views...﻿,0
z12ih1iyqojdhlxgu04cdhsb1ofdtll5a3g,41:31.0,"The song is very good ...but the video makes no sense...just a nonsense  video...I mean she is telling her story of being stuck on an island, but  the song doesn't fit in the situation...but nvm...The song is good﻿",0
z13dv1fxtl20jhylo22pyx5gvme4wra1q,34:17.7,Beautiful song﻿,0
z134hvcalzjkd11w304ccxlhipnqudd5hkw0k,55:49.0,so cute that monkey *-*! ﻿,0
z12ecbfbewzlxxe5u04cjtmhqnzsdvyx1vs0k,28:42.9,best song﻿,0
z12bivpo3navshouw23tixb5imayt1xqt04,34:57.1,This was such an epic track. And the video is awesome!﻿,0
z124i3ygclj0xn4ly22jzb5a2ubvtbev1,28:28.0,Great music anyway﻿,0
z123izobdqqyszmsx231cfuahxfjwjmpk04,15:22.6,This song is just really fun ﻿,0
z13dztbi0nnvdruas04cjrmjwrnvvd4jxjw,09:40.0,Wow. Comments section on this still active. Not bad. Also 5277478 comments.  (Now 79)﻿,0
z12sh3g5bxeczzrpw04cg3vatpv5cphzbok0k,52:38.6,Dance :)﻿,0
z12esjnx1qn4vhywy04cfvpaunnxtvhbpnw0k,19:50.0,Katy Perry - Roar (Official): http://youtu.be/CevxZvSJLk8﻿,0
z13lclswozbsxp0qw04cetjgyxmifduae34,57:29.5,Check out this video on YouTube:jjiwajwkajajqjaubkm﻿,1
z12ojrdgoryvz5k4n04cidzimov5inlppto0k,14:55.2,This song/video is such a trigger but it&#39;s just so good...﻿,0
z13rj3tohue0exbkz22iyr3w2rntsfqcm,01:01.0,amazing song﻿,0
z13lezboqn35jtqlm23mcpgp3tjbghmvk,54:13.0,"Dear person reading this, You are beautiful and loving Have a great day﻿",0
z122z5pa2wyofbjj304cgfwrrmvjgn0pohc,30:35.0,"2 billion views, only 2 million shares﻿",0
z13jhnc5bozpyx01123nz5ky5yjksrdzm04,03:32.0,"If I knew Korean, this would be even funnier. At least a bit at the end was  in English, but was spoken quite rapidly.﻿",0
z12msjqximryxdfz104cjhbhtw2ld5ipsh4,28:12.7,EMINEM the best EVER.﻿,0
z12ahr2ittmsjrtpd04ccrqiklvvu3uqiew,10:44.7,beautiful song!﻿,0
z134sxlwjxiwhzfet222vtfplljkunrsm,08:18.6,like the songs﻿,0
_2viQ_Qnc6_-PxFkTE_Kx-BN9mjiueYqg5wrx_hMGb4,38:03.0,and how many subscribers compared to her over a million,1
z12ct5z5hsnsjjpii04ccbzztmf1ulxxous0k,20:12.0,www.marketglory.com/strategygame/lordviperas﻿,1
z13jwbvxvoqje10yg04ccbx5lna5w5rr0tg0k,46:08.2,why does the world not shuffle???﻿,0
z12duvqj2ozihjxzr04cffmhekeyzbkql20,50:39.0,How stupid humanity is﻿,0
z13jhj1wdzmiwjdjn04ccx2gfpynuzyjo4w,13:39.0,"I'm sorry Katy Perry, I was being weird. I still love you &lt;3﻿",0
z12lubwrvv35zpzub23ywxbbiuawjbalc,06:46.0,http://www.ebay.com/itm/131338190916?ssPageName=STRK:MESELX:IT&amp;_trksid=p3984.m1555.l2649 ﻿,1
z133yfmjdur4dvyjr04ceh2osl2fvngrqi4,27:30.4,Wow this video almost has a billion views! Didn&#39;t know it was so popular ﻿,0
z135drnwswvsgvkyq04cfjh4xpb3cn2hugg,52:29.0,"She named the tiger Kitty Purry  No, seriously, she did, check the video ﻿",0
_2viQ_Qnc6-Lev7nxVg9RnkxHYNAykFf9lV9qiEIFJY,07:32.4,adf.ly / KlD3Y,1
z131jxyx5lameffkt23qfhsb4weazhxxg04,04:50.5,WELL THIS DUDES FADED THE FUCK OUT!﻿,0
z12litdrrkzmg51kn23ghl2rctvttp0c4,11:52.8,"You exactly who u want to be,watching your favourite rappers on tv﻿",0
z13fupk5zkfpjhnws04chl4w3zf0dnkrkl40k,34:32.8,Like﻿,0
z124c10ohxvlx1mip04ccp3rqtetgp2qxhs,31:53.4,1000000000 views.﻿,0
z133ibkihkmaj3bfq22rilaxmp2yt54nb,08:41.3,BEST SONG EVER X3333333333﻿,0
z12lzlsxewzbihrvl23jibxpttjxcrv04,19:38.3,not 2 million view anymore :))﻿,0
z13zc5rw3l3vw1fey23rehuylwzfcx5rt04,04:36.0,Almost a billion﻿,0
z12dsplrsvfauj5ej222hhnyyxzffreei,16:41.7,Like﻿,0
z120thzonkjsz3euu233jn0alpmcupqtk,17:57.0,"I've figured out why I dislike this song: it's supposed to be a power  ballad right? Something that's uplifting and motivating by the end.  However, the final chorus has NO extra UMPH at the end and actually sounds  just like the first one. Instead of crescendo-ing into a powerful finish,  ""Roar"" just says on the same wavelength. It falls flat.﻿",0
z12yj3cwwqf4vlb2d23au5zhhvjpjth2o,20:26.0,In the beginning she was scared off everything and next thing you know she  is out in a leopard bikini!﻿,0
z12pch5bnqyxttpi004ch3b4usa1wjdg5l40k,42:44.0,"Why there are so many dislikes. This song is so... awesome. It sounds like we MUST STOP BE RACISTS!!! If I could, I would like it 1,000,000,000 times!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿",0
z13ijbpyhnvtddsue223c3pgilfjs3pmv,21:16.9,goood﻿,0
z13thxlwoy2qftuh204cgvvg3yvpyfbgvvc0k,35:17.7,LMFAO!﻿,0
z13uw5rqqwu4ufqli224fvzryy2vwlyk4,38:33.8,Lamest World Cup song ever! This time FOR Africa? You mean IN Africa. It wasn&#39;t a Live Aid event or something. She made it seem like a charity case for them instead of a proud moment. Where was Ricky Martin when you needed him! SMH﻿,0
z13pihfbwlv5hv4ap04ceh3hvonuhvnxueg,00:57.9,I don&#39;t think this song will ever get old ﻿,0
z13ajrybhwehvxctd22xjvnjvvfig1mai04,18:25.0,2 Billion Views For This Piece Of Shit... ~ A R E ~ Y O U ~ K I D D I N G ~ M E ~﻿,0
z13gi54oqrf2hlkxg04cedchhrnjy13oj4s,44:24.2,MEGAN FOX AND EMINEM TOGETHER IN A VIDEO  DOESNT GET BETTER THAN THAT﻿,0
z12qv3vybobijlzot04cjvqwxrnvvlzrs50,13:15.6,"Getting too 1billion views, holy moly.!!!﻿",0
z12kttwqvzi4fd0ei23rdp4xjt2ef5hbk04,13:47.0,"The funny thing is, 1,700,000,000 of the views are spam bots. I mean c'mon  2 BILLION views? BS!﻿",0
z13zzjea3lrdfpk3323gttf4qtvwdbuhh04,46:46.8,I hate rap and I like this song﻿,0
z13pxhrhjrjqfzifz23bttvrnrifc3nhf04,02:31.9,SUBSCRIBE TO MY CHANNEL﻿,1
z12wujphdvrxcbksz23lc3j5xsqadn0cz,55:30.0,"Check out our vids, our songs are awesome! And that I guarantee :)﻿",1
z12kjjlhsmiqsfzrb04ch5i5rt2qvbahppg0k,30:24.0,katy perry  just stop it and dont do a song i dont like it﻿,0
_2viQ_Qnc6-h3o48aXYmI_xInBcH9saCmEK627IQm68,25:21.7,CHECK OUT partyman318 FR GOOD TUNEZ!! :D,1
z13qf1qgcyigy14mx223iv2yqxb5ebze4,32:08.7,This song is about Rape and Cheating     <br /><br /><br /><br /><br /><br /><br /><br /><br /><br />Basically.....﻿,0
z13sfdopwvmpcfo3023cj3w54q30ftk1x,09:11.0,"This video is so cool, again and again!﻿",0
z12mt1p4mljosxzto224jzypky2henlbn04,51:59.0,Charlie from LOST﻿,0
z12usr54ppaxxf1dl23nhbybruapdnixw04,12:47.0,"I wanted to know the name of the guy that dances at 00:58, anybody knows ?﻿",0
z13lvdcijuj5znbge04cc1iawv3eezsbbjo,13:32.7,GREAT!!!﻿,0
z13sgp1qayzmcx0tq22dy5wqllnpfvsv0,05:08.0,Roar is without a doubt your best song...feel good song with a message for  everyone. Good job Katy﻿,0
z13sgnbzkwjqhhd5004cfzaheobvzbuopyg0k,09:18.0,This is a weird video.﻿,0
z13evxpranjhwr20s22mux2pkk33gxjmn,54:22.5,Who df is Lauren Bennett..﻿,0
z13uvdwgrxetgfm0522tzr44tliyuvcgy04,20:41.0,Check out this video on YouTube:opponents mm <br /><br /><br /><br />--•[••••=====++¥¥£££<br />﻿,1
z12nj5gwruilz5a4y04cfdda2wfgz1lwecg,50:28.0,Your going to hear me Roar !!!! :-))))   #soundsofsunday ﻿,0
z13dgdl4hyirg3gcd23pw3nw0zrsebpqb04,05:17.0,Justin bieber = gay ﻿,0
_2viQ_Qnc69ShtSmsaBOGFHrTAVCkLAtpOr40oiL5Yg,31:10.1,"Stop Wasting Up Your Time and  Get Paid To Mess Around On Facebook And Twitter!  GET PAID UPTO $25 to $35 AN HOUR... Only at 4NetJobs.com  Work from the Comfort of your Home... We are Currently Hiring People from all Over the World,  For a Wide Range of Social Media Jobs on Sites such as Facebook,Twitter and YouTube.  You don&#39;t Need any Prior Skills or Experience and You can Begin Work Immediately!  You Can Easily Make $4000 to $5000+ Monthly Income…Only at 4NetJobs.com",1
z13gut3rexalj5q5c04ciln54nynvjwyinw0k,11:27.7,I love this song﻿,0
z13pfdriymyhzlhwu04chlfgtprmdfbitzs0k,35:28.6,"Very pleasant to hear, haha, good.﻿",0
_2viQ_Qnc6-adCzTDLAhqNVQ5hFYcjPyPI5m7pHY4BY,34:07.1,PLEASE CHECK OUT MY VIDEO CALLED &quot;WE LOVE MIND MASTER IT&quot; THANKS,1
z122srjbvovwzxg0522yd1i4ty3kznxqs04,46:57.0,I'm here to check the views.. holy shit﻿,0
z12nfn4yazrphtzwi04cchahoxqlvtc4mvk0k,47:10.0,Its almost Katys birthday! October 25th Lets say happy birthday to katy!!! ♥♥♥♥♥♥﻿,0
z12tyfpzkznlghgqz04cjpsp3ymuil05t3g,01:00.4,I like this song<br />﻿,0
z13mxl3zavzfc55as04ccf4ifo2textrofs,58:07.0,hay my is honesty wright i am 12year old  i love your song thank you for makeing this song i love this song so much sometime harts can get breaken  people kill  they self or go cazzy i  love you so much thanks 😱👏keep on go  make  sure you doing your   dream is comeing rule  good luck﻿,0
z12fcjxowubrsnwx104cftlgcpfzw5uwbug0k,46:16.3,"I love this song, can&#39;t believe it was 5 years ago, it doesn&#39;t get old though﻿",0
z13dgdph5vnutpnq004ci3lbtymmtlphrto0k,27:00.0,"Hey guys!  Can you please SUBSCRIBE to my channel,because I'm gonna filming a video so  hope you guys like it and thank you so much for you're support! Xoxo,Leah!  &lt;3 ﻿",1
z13pevnyjqyyi1o0a23wtbkiukzfcbz3j,26:02.9,2010:(﻿,0
z12wyr0hqtreu51mg22zf1zgvqavdvklk,11:43.1,Gooooood﻿,0
z132enrpoy35yxpoe04cjr4zur3jvbyq3xo0k,02:05.0,&lt;3﻿,0
z13whrhzczjfx5ozo04chrtiyzunjjewwlk0k,41:04.0,this comment is wrong﻿,0
z12ddzwatzqijxh5p04cfnc5stnkjhbr3zg0k,59:37.0,2015 and more....﻿,0
z13vhvu54u3ewpp5h04ccb4zuoardrmjlyk0k,05:16.0,"The first billion viewed this because they thought it was really cool, the  other billion and a half came to see how stupid the first billion were...﻿",0
z13ryrrbkny0czdvv23vizoopmmmgxtax04,58:24.1,Eminem - Love the way you lie ♥ ♥ ♥﻿,0
z13cyndpyk2vefcyo04ce1ib5wrbxjqxuvk0k,55:10.4,How could 108k people dislike this song or video﻿,0
z131i5aanxneixud422egfx4rsmugbpm1,07:13.2,"870,000,000 views...566,000 comments...oh my lanta﻿",0
z13rz1ewdlrfy5tef23hwjkjlr25vhk4304,00:11.0,I love this song!!!﻿,0
z13ft1vrfyqavjmth23xzt3wumncvb4r204,38:17.7,super rihanna﻿,0
z13osblxvrj0ibtcn22cjjzguw31d5534,17:15.0,katy perry is awesome﻿,0
z12dvh0agvqtwzfpa04cfnayinbhf5s4jlw0k,52:36.7,The best Song i saw ❤️❤️❤️❤️❤️❤️❤️❤️😍😍😍😍😍😍😍😘😘😘😘😘😘😘😘﻿,0
z13lip25arigch3rj04cf1ko0pnczzyrtng0k,48:10.0,5 milions comentars and 2 bilion views﻿,0
z13ydf2g2z3lz1ids22zy50ocn2hvxfn2,54:58.6,they Shuffle hard that they made an Earthquake in Nepal﻿,0
z12pd3wq0p3wzzt5p04cd33pwnrreduadn40k,02:02.6,I LOVE YOUR SONGS﻿,0
z13ui5tzlzucinaab04chvzqps22cxhznxc0k,35:12.9,that is megan fox﻿,0
z13oghdjnqzcftxwp04cdv0acx3msl5zbkc0k,20:43.0,"How do you forget you have a choice, and what the fuck, surviving a plane  crash has a 1/1000 chance of happening.﻿",0
z12njt2xmsb2jpbp104ccz3xiwfzflriujo,58:07.2,Lets party﻿,0
z13twpph2vq5zv15k04cixdrfubnxh3oqz40k,04:42.8,Amazing﻿,0
z120t12qtr23etulr23rvzbyfyj1yfons,59:18.4,Love this soooooooooooooooooooooooooooooooooooooooooooooooooo much﻿,0
z13zfhkhfzrpjhgku22ewbtj4quri3izo04,43:51.2,Hello Brazil 😻✌💓😻👏﻿,0
z13hxfdrqom5clnaa04cgx5hkpqjexhh3wk0k,52:29.3,White people are going extinct for more information subscribe to my channel or search for videos on &quot;white genocide&quot;  thank you﻿,1
z13xtdlovm2hzl05d04ccz1pnvqtezdriqc0k,08:13.0,"People, here is a new network like FB...you register also free, the  difference is only that you get paid for sharing, commenting and liking  posts and so one...don't waste your time on fb for sharing and not being  paid!! Register here to make also money with your everyday posts!!  https://www.tsu.co/slema13 Wellcome to everyone! ;)﻿",1
z12mw1oyume1vb3by04ci3u5it3pgbbgrng0k,59:32.2,Feels and emotions in this song...God damn﻿,0
z13kch2hprqkjhr5d04cdlwzkpeuwxljhhs,38:00.7,LOVE THIS SONG!!!﻿,0
_2viQ_Qnc68RkAwC42s4YBDdCJYELSb6UiuZri58Kn0,13:12.6,&quot;HELP THE HUMANITY WITH YOUR SIGN IN TO THIS LINK WITH YOUR WHOLEHEARTED SUPPORT IF YOU SAY &quot;NO&quot; TO DISCRIMINATION. “UNITED WE STAND “  WE WILL BRING THE CHANGE TOGETHER.  IMPOSSIBLE ITSELF SAYS I  M  POSSIBLE&quot;  YOU ARE THE WINNERS OF MY SUCCESS!CHEERS TO ALL MY LOVING BROTHERS AND SISTERS !  PLEASE SHARE THIS LINK ON FACEBOOK TO SUPPORT AGAINST DISCRIMINATION.  tinyurl(dot)com(slash)mxh2y77  FEAR NONE BUT GOD !!!,1
z12ui12j5ti4dnyaa04cezhbnuuchl05ckc0k,01:03.9,waka waka﻿,0
z12wjzc4eprnvja4304cgbbizuved35wxcs,13:07.8,Cool﻿,0
z13achnwtnfohviax04ccn2rlraugdighjg,31:50.0,"She kinda let herself go, huh?﻿",0
z12bwpz4rlrjxzkuo22rfpbhfpz1xdluj,57:21.0,i want to smack this year boy in to forever﻿,0
z12cydggrzyesrklw23qwzexerqavj11e,24:10.2,i love this song thumsb up to you﻿,0
z12axxpa2p2cdxu1p22vwfya1kz1gps4o04,50:47.0,"Good thing she brought her spray-on tan, hairstylist, makeup artist, and  cameraman.﻿",0
z13vx3kbgmq5fnlgj04cfdoqtpfyw5xqzuc0k,43:27.0,"how can there be 2.124.821.694 views, when im the only person alive after  the zombie apocalypse - greetings, spoderman :)﻿",0
z13ezr0rmk2kxz0rr04ch1iids2nhnnglh4,13:00.9,Check out this video on YouTube:﻿,1
_2viQ_Qnc69xHT0POK7QFVihno_v_II_pWLoDMoFPXo,54:20.9,I remember this :D,0
z12mwbgxhxvjez3xb04cg1wxrvnytzrq5kk0k,32:56.3,Eminem THE BEST !﻿,0
z13pdjsgqkjjtnlqz04cgtxafxqtylmixxg0k,25:34.0,"2,124923004 wiews... wow﻿",0
z122f10gdvathpo2222pshcxxpjliddjv04,33:15.0,"check out ""starlitnightsky"" channel to see epic videos﻿",1
z12gcx5hzkayhbmve23ghd3plt2czf2rp04,20:31.0,"Don't mind me, I'm just checking what the views are up to : )﻿",0
z13zfpqpvpyvwfymk232ux4odsr1s5wm0,00:14.0,Anybody who subscribes to me will get 10 subscribers﻿,1
z12uzb3oxy23cbikz23qsjczaxz5wh1t5,56:07.5,music yeah﻿,0
z12afdtaypuat3t5s04ccv4g4xe1elvbcdw,12:45.0,What is he saying?!?!?!?!?!?!?!?$? ﻿,0
z12ujdnhpwroej3rd04cgrlguunjdnfwmkc0k,47:37.7,"WE GO FOR 1,000,000,000 FOR EMINEM﻿",0
_2viQ_Qnc689m-WiwOwvrQU7LvkLAgspnfXL8ovE0ME,26:37.0,she is sooooo beautiful!,0
z13rg14qosy3uvqz204cf1eaotyyjbyx1ec,36:23.8,I swear Shakira keeps getting more and more gorgeous! She definitely looks more gorgeous with her hair this way than super curly.﻿,0
_2viQ_Qnc6_IouTIqS8ontdQofcZwF4O6cG0-rFPXvo,30:38.0,her voice is so wow!,0
z13wthrbisjqg5cm423qxnpopsrowzvzg04,52:54.0,It is a shit﻿,0
z13qfffoxqacypnu122ojzxgmnvvthucz,38:12.0,https://m.facebook.com/story.php?story_fbid=764484966942313&amp;id=754989901225153&amp;ref=stream  gf﻿,1
z13qh3azhtvkvbypn04cflwaxoz5x51bip00k,26:28.0,Katy Perry - Roar (Official): http://youtu.be/CevxZvSJLk8. I love this song  and video Katy Perry Rocks Wahoo! 😀😘﻿,0
_2viQ_Qnc6_N2zOGpILFMw84xtq3hW1Evqp4K2VjCiM,22:09.6,wow,0
z13iuzxghsypjtfwy04ccnewbqbde3qwea0,00:22.5,love Shakira!﻿,0
z12wxljzemu3y5op504chzxqwkqkezor5nw0k,14:09.4,Eminem et Rihana trop belle chanson﻿,0
z12ihhpimqitsznag04cc3y5jke1d1rhkus0k,54:01.0,"should not have paused the music, this is a clip, not a movie.﻿",0
z13vz1qqzlq5flz2k223znxpkmvgutlei,45:07.0,i rekt ur mum last nite. cuz da haterz were 2 much 4 meh lik dis if u cri evertim and sponswer mi robox vidz https://www.indiegogo.com/projects/gimme-dem-moneyz-4-roblox/x/8851222#home﻿,1
z13uhfapiubszxn3g23jctqqpvaectjss,30:45.0,"DAMNNNNNNNN, she is sexy O_O﻿",0
_2viQ_Qnc6-k-Ldaj1pejT7IsYIELp1Npwz5tQAkuX0,35:06.6,Northland Paranormal Society is now on YouTube! Check out our channel of real Paranormal evidence!! facebook/ Northland Paranormal Society!!!,1
z13oilua4nu5ulzs122xvdc5skfqzfy5y04,05:13.0,I love KATY PERRY &lt;3 &lt;3﻿,0
z13ytrypzmmxwrqsw22hfhf4ivbot5w2q,17:52.0,I'm watching this in 2014﻿,0
z133stly3kete3tly22petvwdpmghrlli,08:29.8,shakira is best for worldcup﻿,0
z13bx3dxkuqafjtdo22dszzq4wy0sxxkq,51:58.9,I know it old song but (like) if you watching in 2015﻿,0
z12lgx5xhnj2sdsy004cdhooyvfvd314dyk0k,03:52.3,Ahhh back when my life didn&#39;t suck...﻿,0
z13cdn1asl2jy5ceu23ssbvohmqcjxdw104,43:43.9,this very good so I dance with some companions front of the whole school﻿,0
_2viQ_Qnc68LpP5gDCaWQuiywObesTUlRgSQExMVMac,34:59.4,Love this song !!!!!!,0
z131i52zez2uythxs04chxi45y2otxcjcw00k,19:03.0,I love You Katy ♥﻿,0
z13mznp52kzciz12t22xx1q5unnxxd1ih04,20:18.0,00 : 39 Im pretty sure that tiger just wanted a hug﻿,0
z132e5hhbwvxivbib04cf1wzdqnfdbgoyak,31:16.0,most popular video on youtube  ﻿,0
z13acfnbooefdzs4b04chtqjgyu0g5qqmgg,47:25.9,Is that Charlie from lost?﻿,0
z122hzpj5v3kgf5zu04chv4xaqalhdr4flw0k,43:41.0,https://www.facebook.com/photo.php?fbid=543627485763966&amp;l=0d878a889c﻿,1
z12rtnfbgv2jwdj4q04cefeaqxevh5ogpwg0k,09:31.8,Very good! Like! :D﻿,0
z12tevwo3qq4cxwv022vgxnx2senxvxar04,43:16.2,And i´m Shufflin still today :D﻿,0
z13jffkgavyhv5tkq22lyboo2subj1vu0,30:47.0,I &lt;3 Katy Perry!﻿,0
z13gsp34uumcdje4q04civk54zr4wr0gxjc,53:06.0,http://hackfbaccountlive.com/?ref=4604617﻿,1
z13nfjwhmzyfthozy04cgnobbqraszrowpc0k,33:36.2,"Stop,is a very TOP 1﻿",0
z124jvbxusjnsn2oi04cidm5hqmoftu4ovg0k,56:05.4,pleas subscribe on me for ps4 games video <br /><i>______________________________</i><br />if you have som tips so contact me on kik or skype<br /><i>______________________________</i><br />Kik: pander26<br />Skype: sander.nicolaysen2<br /><i>______________________</i><br />pleas subscribe on me and Kashoo Gaming﻿,1
z12ntdriqpfni1mtf23zwb0b0p34fnyak04,00:35.0,http://www.bubblews.com/news/6401116-vps-solutions﻿,1
z13mh5zhdtrcst5xs04cddwzqtz5yhapzf0,45:12.7,Was that Meghan fox??﻿,0
z12qg5voponpgxwot04ci3txdw24ejr431g,05:43.8,I  love you Eminem﻿,0
z12xituo3vvdxvrhk04cdxmilwfwhfdgmz00k,34:28.0,ROAAAAARRRRRR 🐯🐯🐯﻿,0
z133vdcgmrijgrhld22zst0i2nfnvdvxa04,38:00.5,PLEASSSSSSSSSSSSSSSS SUBSCRIBEEEEEEEEEE MY CHANNNNNNELLL PLZZ﻿,1
z13rgdjjjzmkuhnvf23dd1wxkqzwvjiij04,42:14.4,"This song is special, because is a song for Africa  and I am an African ﻿",0
z13myxsrskidhjt5u04cfb3hpqn4vb1q5ts0k,16:36.0,"Every time I watch this mv I just so so so glad that I live in a world that  don't have to worry about running from a real, human eating tiger.﻿",0
z13usjdoivinwzsoy04cgv2y0tbjs1s5xn00k,41:43.1,wery good﻿,0
z12lxf34zybwv5siw04cftthhuiksxfjpjo,09:27.6,That shake and that golden and black robot were really partying ﻿,0
z12zz5eqkxqfzxcof04cjfow2lf5c53hbcc,24:03.6,#1 song in world even in 2015﻿,0
z12cylxbfwfxijrbs04ce3443mqbhns4xu40k,03:46.1,Love this song makes me wanna dance! ﻿,0
z133jzxzav2gw5lq504cgrnx3lbgulw5onc0k,47:23.0,C'mon 3 billion views!!!!!!!!﻿,0
z13lfhwrjweyxzs4c04cgxwywsvyw3zhexg0k,28:34.6,Why sooooo many downs?﻿,0
_2viQ_Qnc6_qs30Ph_whafzKoWVyh_xIYpN3-7U_VmA,13:19.3,subscribe  my,1
z12iwthq2zn5xtxcc23hw1jjxmzddt3ft,00:52.0,"I hear this all the time on radio and its really irritating. That being  said, i like the video﻿",0
z122dfb5htjxgpbot04cdj1aikatybbjsb0,48:01.0,It's so funny it's awesomeness lol aaaaaaa sexy lada😂﻿,0
z13ucpgpwv2zw3wwr04ch5jj3ya1jtmq1g0,08:09.3,lets get it to 1 BILLION﻿,0
z12tsbvjay3avf04r04cdzegdkftg5cq5xg0k,31:02.7,This video deserves <b>1B</b> views!!!﻿,0
_2viQ_Qnc69WextJrbKBgZtDWQiRWlkxS317fouQMYc,41:51.1,Hey dickwad - we&#39;re all africans. The colour of your skin just tells us something about how long ago your ancestors left Africa.   Check out Baba Brinkman - he has a song called &quot;I&#39;m A African&quot;   Go learn something.,1
z12cgnpg1z2kydz5x04cg5djrte2zllprng0k,20:48.1,Good times. ﻿,0
z13pdz0imlendr3es23zsv5iflbewhedb,57:29.0,Let get this video to one billion views﻿,0
z13qitsgikv1szy2023jzjdg3pike1yw004,10:26.8,I like this song ﻿,0
z13hgfzhnrj3sx0m222sfbo4drq1e5xyp04,32:26.0,http://binbox.io/1FIRo#123﻿,1
z13welx54xa4irprk04cfljw0o3gcnkrxzg0k,22:29.0,On 0:02 u can see the camera man on his glasses....﻿,0
z13vf1mwauyjgj23q22vtppxjlnihr2ro04,43:48.3,Love this song﻿,0
z13tzr0hdpnayhqqc04cd3zqqqjkf3ngckk0k,49:35.3,Party Rock....lol...who wants to shuffle!!!﻿,0
z124w1aolk2tvpifc23fzxuy1v20ghkfp,37:48.4,i love this song so much!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿,0
z131zt3poqazypy0a23ghxojfme5ydmmp,15:45.0,Man she is BEAUTIFUL!﻿,0
z13lhzyb0wmyfftcb22pdbg5swe3xlxds,49:29.6,NICE GIRL :D﻿,0
z12twf5qnmr2vhzsp23nzvn43uekgp4hq04,11:06.0,Still watching this 2 years later? ﻿,0
z13hxl3yoqmlvdlnu23atlqgsoyevlsse,52:12.0,Pls follow this channel!! http://www.twitch.tv/sevadus﻿,1
z12gzbzzzkvwtj5zr04cjf4q0yeztldz4ic,47:31.5,best rap ever﻿,0
z120djlhizeksdulo23mj5z52vjmxlhrk04,04:29.8,Charlie from LOST?﻿,0
z13ejhmaiyjmcrlgw04ccvqwdobqtjn4ea4,53:46.0,"Hey guys! I've made a amazing Smiley T-Shirt.Of all the things you wear,  your expression is the most important and remember all the statistics in  the world can’t measure the warmth of a smile. If you're a big fan of  T-Shirts and want to gets more happiness, it's perfect for you.  Check this  out and buy it at www.teespring.com/smiley12 =)) thanks you guys so  much!!! ﻿",1
z13wxrejjparwzku322ytdjamub5y5glg,40:08.3,This the best song i ever hire<br />﻿,0
z13yu34jayugzjn0q231elsrimbpyjmrp04,47:20.0,Please become my first subscriber.  Thank you.﻿,1
z12lznkqhkyysbznf222ft35zmy1shkb504,28:58.0,People who believe in Illuminati are stupid the same people believe that  911 was made by the American government﻿,0
z13cw35rwznvud1jt04cgl4zfpaqxj2z4qg0k,07:04.1,I love shakira<br />❤❤❤❤﻿,0
z12kwjfxuybnjvhcj23avhwptniuhbrok04,36:17.0,nice ..very nice﻿,0
z121e3zq5kj3ip2ch22ks3vwekuaibrgc04,31:10.0,"Check out my dubstep song ""Fireball"", made with Fruity Loops. I really took  time in it.  /watch?v=telOA6RIO8o﻿",1
z12cfli4lrqld3nde22lujqpgtephxu5a04,33:44.7,like this comment if your watching in 2015 or 2016﻿,1
z12axnji5w2axxht522thb3bktvqjdlbp04,13:56.0,i think about 100 millions of the views come from people who only wanted to  check the views﻿,0
