,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
368,70,RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,7,1910,2002,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,1,3,BrkTil,2,2.0,1,1,0,1,0,264,264,GasA,4,Y,SBrkr,768,664,0,1432,0.0,0.0,2,0,2,1,1,7,Typ,0,0.0,Detchd,1910.0,1,2.0,360.0,3.0,4.0,Y,270,0,112,0,0,0,0,4,NA,0,5,2007,WD ,Abnorml,132000
369,80,RL,68.62270742358079,13607,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,SLvl,6,6,1986,1986,Gable,CompShg,VinylSd,VinylSd,BrkFace,242.0,1,3,CBlock,3,3.0,1,5,454,1,0,118,572,GasA,3,Y,SBrkr,1182,800,0,1982,1.0,0.0,2,1,3,1,1,6,Typ,1,3.0,BuiltIn,1986.0,3,2.0,501.0,3.0,3.0,Y,400,112,0,0,0,0,0,0,Shed,1500,4,2009,WD ,Normal,208000
370,20,RL,70.0,8750,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1956,Gable,CompShg,BrkFace,BrkFace,None,0.0,1,2,CBlock,3,3.0,1,3,435,4,202,565,1202,GasA,2,Y,SBrkr,1202,0,0,1202,0.0,1.0,1,0,3,1,1,6,Typ,0,0.0,Attchd,1956.0,2,1.0,304.0,3.0,3.0,Y,0,35,120,0,0,0,0,2,NA,0,11,2009,COD,Abnorml,120000
371,20,RL,80.0,13600,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1955,1955,Gable,CompShg,HdBoard,HdBoard,None,0.0,1,2,CBlock,3,3.0,1,3,144,4,912,0,1056,GasA,3,Y,SBrkr,1056,0,0,1056,1.0,0.0,1,1,3,1,1,6,Typ,0,0.0,Attchd,1955.0,3,1.0,300.0,3.0,3.0,Y,0,0,0,0,0,0,0,3,Shed,650,11,2006,WD ,Normal,125000
372,20,RL,80.0,9600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1961,1990,Gable,CompShg,WdShing,Wd Shng,None,0.0,1,2,CBlock,3,3.0,2,4,915,1,0,336,1251,GasA,2,Y,SBrkr,1433,0,0,1433,1.0,0.0,1,0,3,1,1,7,Min1,1,4.0,Attchd,1961.0,1,2.0,441.0,3.0,3.0,Y,144,0,205,0,0,0,0,0,NA,0,6,2006,WD ,Normal,161000
373,50,RM,50.0,7288,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,5,7,1925,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,BrkTil,3,,1,1,0,1,0,936,936,GasA,4,Y,SBrkr,936,665,0,1601,0.0,0.0,2,0,3,1,1,6,Typ,0,0.0,NA,1978.3773873185637,0,0.0,0.0,0.0,0.0,N,0,0,0,176,0,0,0,0,NA,0,9,2007,WD ,Normal,129850
374,20,RL,73.0,8760,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,164.0,2,2,CBlock,3,3.0,1,5,856,1,0,313,1169,GasA,2,Y,SBrkr,1144,0,0,1144,1.0,0.0,1,0,3,1,1,6,Typ,0,0.0,Attchd,1956.0,2,1.0,286.0,3.0,3.0,Y,257,0,0,0,0,0,0,0,NA,0,6,2009,WD ,Normal,150000
375,60,RL,68.62270742358079,24682,Pave,NA,IR3,Lvl,AllPub,CulDSac,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,1,2,PConc,4,3.0,1,1,0,1,0,841,841,GasA,4,Y,SBrkr,892,783,0,1675,0.0,0.0,2,1,3,1,1,7,Typ,1,3.0,BuiltIn,1999.0,3,2.0,502.0,3.0,3.0,Y,0,103,0,0,0,0,0,0,NA,0,6,2009,WD ,Normal,181000
376,20,RL,68.62270742358079,14860,Pave,NA,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2002,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,240.0,2,2,PConc,5,3.0,4,6,1538,1,0,240,1778,GasA,4,Y,SBrkr,1786,0,0,1786,1.0,0.0,2,0,3,1,2,6,Typ,1,4.0,Attchd,2002.0,2,3.0,715.0,3.0,3.0,Y,182,35,0,0,0,0,0,0,NA,0,6,2008,WD ,Normal,300000
377,70,RL,78.0,12168,Pave,NA,Reg,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,6,1934,1998,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,1,2,PConc,4,3.0,2,4,428,1,0,537,965,GasA,2,Y,SBrkr,1940,1254,0,3194,0.0,0.0,2,1,4,1,1,10,Typ,2,4.0,Basment,1934.0,1,2.0,380.0,3.0,3.0,Y,0,0,0,0,0,0,0,0,NA,0,9,2007,WD ,Alloca,359100
378,30,RM,90.0,8100,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1948,1973,Gable,CompShg,VinylSd,VinylSd,None,0.0,1,2,BrkTil,3,3.0,1,3,338,1,0,1221,1559,GasA,3,Y,SBrkr,1559,0,0,1559,1.0,0.0,1,0,2,1,1,5,Min2,0,0.0,Detchd,1948.0,1,2.0,812.0,3.0,3.0,Y,0,116,230,0,0,0,0,2,NA,0,6,2007,COD,Normal,153500
379,20,RL,68.62270742358079,7791,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,8,1963,1995,Gable,CompShg,Plywood,Plywood,None,0.0,2,3,CBlock,3,3.0,1,5,624,1,0,288,912,GasA,4,Y,SBrkr,912,0,0,912,1.0,0.0,1,0,3,1,2,6,Typ,0,0.0,Attchd,1963.0,2,1.0,300.0,3.0,3.0,Y,0,0,0,0,0,0,0,2,NA,0,10,2009,WD ,Normal,129000
380,80,RL,65.0,6285,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,6,1976,1976,Gable,CompShg,HdBoard,Plywood,None,0.0,1,1,CBlock,3,3.0,3,6,504,1,0,456,960,GasA,2,Y,SBrkr,1044,0,0,1044,1.0,0.0,1,0,3,1,1,7,Typ,1,2.0,Detchd,1976.0,1,2.0,528.0,3.0,2.0,Y,228,0,0,0,0,0,0,0,NA,0,4,2007,WD ,Normal,133500
381,90,RL,113.0,8513,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,Duplex,1Story,5,5,1961,1961,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,1,2,CBlock,3,3.0,3,1,0,1,0,1800,1800,GasA,2,N,SBrkr,1800,0,0,1800,0.0,0.0,2,0,6,2,1,10,Typ,0,0.0,NA,1978.3773873185637,0,0.0,0.0,0.0,0.0,N,0,0,0,0,0,0,0,0,NA,0,11,2008,WD ,Abnorml,130000
382,60,RL,133.0,11003,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,4,3.0,1,1,0,1,0,1308,1308,GasA,4,Y,SBrkr,1308,568,0,1876,0.0,0.0,2,1,3,1,2,7,Typ,0,0.0,BuiltIn,2005.0,2,3.0,848.0,3.0,3.0,Y,0,40,0,0,0,0,0,0,NA,0,7,2006,New,Partial,229800
383,20,RL,68.62270742358079,17600,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,30.0,1,2,CBlock,3,3.0,1,4,1270,1,0,208,1478,GasA,4,Y,FuseA,1478,0,0,1478,1.0,0.0,2,0,3,1,1,6,Typ,2,4.0,Attchd,1960.0,1,2.0,498.0,3.0,3.0,Y,0,40,0,0,0,0,0,0,NA,0,12,2009,WD ,Normal,157500
384,50,RL,60.0,8160,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,1,2,BrkTil,3,3.0,1,5,312,1,0,444,756,GasA,1,N,FuseF,756,378,0,1134,1.0,0.0,1,1,3,1,1,7,Typ,0,0.0,Detchd,1940.0,1,1.0,240.0,3.0,3.0,P,0,0,0,0,0,0,0,0,NA,0,4,2007,WD ,AdjLand,126000
385,160,FV,35.0,4017,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2006,2007,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,PConc,4,3.0,1,1,0,1,0,625,625,GasA,4,Y,SBrkr,625,625,0,1250,0.0,0.0,2,1,2,1,2,5,Typ,0,0.0,Detchd,2006.0,3,2.0,625.0,3.0,3.0,Y,0,54,0,0,0,0,0,0,NA,0,3,2008,WD ,Normal,171900
386,120,RM,44.0,3843,Pave,NA,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,Stone,186.0,3,2,PConc,5,3.0,4,6,1476,1,0,120,1596,GasA,4,Y,SBrkr,1648,0,0,1648,1.0,1.0,2,0,2,1,3,5,Typ,1,4.0,Attchd,2007.0,3,2.0,525.0,3.0,3.0,Y,162,53,0,153,0,0,0,0,NA,0,8,2008,New,Partial,294464
387,50,RL,78.0,17503,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,5,1948,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,1,2,CBlock,3,3.0,1,1,0,1,0,912,912,GasA,2,Y,SBrkr,912,546,0,1458,0.0,1.0,1,0,3,1,1,6,Typ,1,4.0,Attchd,1948.0,1,1.0,330.0,3.0,3.0,Y,192,0,0,0,0,0,0,0,NA,0,1,2010,WD ,Abnorml,97500
388,70,RM,60.0,9600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,4,1910,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,BrkTil,2,3.0,1,1,0,1,0,677,677,GasA,2,Y,SBrkr,833,677,0,1510,0.0,0.0,2,0,3,1,2,7,Typ,0,0.0,Detchd,1974.0,1,2.0,720.0,3.0,3.0,N,0,0,160,0,0,0,0,0,NA,0,6,2009,WD ,Normal,87500
389,20,RL,74.0,8856,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,4,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,143.0,1,2,CBlock,3,3.0,1,5,621,2,52,503,1176,GasA,2,Y,SBrkr,1176,0,0,1176,1.0,0.0,1,0,3,1,1,6,Typ,2,4.0,Attchd,1957.0,2,1.0,292.0,3.0,3.0,Y,0,88,0,0,95,0,0,0,NA,0,5,2008,WD ,Normal,136500
390,30,RM,50.0,8635,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,5,1925,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,1,1,BrkTil,3,3.0,1,2,134,1,0,938,1072,GasA,2,Y,SBrkr,1072,0,0,1072,1.0,0.0,1,0,2,1,1,5,Typ,0,0.0,Detchd,1982.0,1,5.0,1184.0,2.0,3.0,P,0,0,105,0,0,0,0,0,NA,0,8,2009,WD ,Normal,126500
391,80,RL,57.0,8923,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,4,3.0,1,6,189,1,0,195,384,GasA,3,Y,SBrkr,751,631,0,1382,0.0,0.0,2,1,3,1,1,7,Typ,1,3.0,BuiltIn,1998.0,3,2.0,396.0,3.0,3.0,Y,256,0,0,0,0,0,0,0,NA,0,2,2009,WD ,Normal,177500
392,60,RL,43.0,11492,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,132.0,2,2,PConc,4,3.0,1,6,637,1,0,276,913,GasA,4,Y,SBrkr,913,1209,0,2122,1.0,0.0,2,1,4,1,2,8,Typ,1,3.0,Attchd,1997.0,2,2.0,559.0,3.0,3.0,Y,0,74,0,0,0,0,0,0,NA,0,4,2009,WD ,Normal,220000
393,50,RL,50.0,5000,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,6,1924,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,1,2,BrkTil,3,3.0,1,2,218,1,0,808,1026,GasA,2,Y,SBrkr,1026,665,0,1691,0.0,0.0,2,0,3,1,2,6,Typ,1,4.0,Detchd,1924.0,1,1.0,308.0,3.0,3.0,Y,0,0,242,0,0,0,0,0,NA,0,5,2010,WD ,Normal,127000
394,75,RM,75.0,13500,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,8,1879,1987,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,1,3,PConc,3,3.0,1,1,0,1,0,819,819,GasA,2,Y,FuseA,1312,1142,0,2454,0.0,0.0,2,0,3,1,1,8,Typ,1,4.0,Attchd,1950.0,1,2.0,576.0,3.0,3.0,N,0,148,150,0,0,0,0,3,NA,0,2,2007,WD ,Normal,185000
395,30,RL,40.0,4280,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,6,1913,2002,Gable,CompShg,WdShing,Stucco,None,0.0,1,2,PConc,3,3.0,1,2,365,1,0,75,440,GasA,2,N,SBrkr,694,0,0,694,0.0,0.0,1,0,2,1,2,4,Typ,1,4.0,Detchd,1990.0,1,1.0,352.0,4.0,3.0,P,0,0,34,0,0,0,0,3,NA,0,3,2007,WD ,Normal,90350
396,160,RL,24.0,2349,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,5,1977,1977,Gable,CompShg,Plywood,Brk Cmn,None,0.0,1,2,CBlock,4,3.0,1,5,389,1,0,466,855,GasA,2,Y,SBrkr,855,601,0,1456,0.0,0.0,2,1,3,1,1,6,Typ,1,3.0,Attchd,1977.0,1,2.0,440.0,3.0,3.0,Y,0,28,0,0,0,0,0,0,NA,0,5,2009,WD ,Normal,137900
397,60,RL,68.62270742358079,12511,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1978,1978,Mansard,WdShake,Plywood,Plywood,BrkFace,168.0,2,2,PConc,4,3.0,1,5,988,1,0,432,1420,GasA,4,Y,SBrkr,1420,1420,0,2840,0.0,1.0,2,1,4,1,2,8,Min2,2,4.0,Attchd,1978.0,3,4.0,1314.0,3.0,4.0,Y,0,16,0,0,208,0,0,3,NA,0,12,2008,WD ,Normal,292500
398,20,RL,78.0,9360,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1972,2006,Hip,CompShg,Plywood,Plywood,None,0.0,1,2,CBlock,3,3.0,1,5,982,1,0,179,1161,GasA,2,Y,SBrkr,1381,0,0,1381,1.0,0.0,1,1,3,1,2,5,Typ,1,3.0,Attchd,1972.0,2,2.0,676.0,3.0,3.0,Y,0,0,0,0,0,0,0,0,NA,0,3,2010,WD ,Normal,197500
399,75,RM,65.0,8850,Pave,NA,IR1,Bnk,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,6,1916,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,1,2,BrkTil,3,3.0,1,1,0,1,0,815,815,GasA,4,Y,SBrkr,815,875,0,1690,0.0,0.0,1,0,3,1,1,7,Typ,1,4.0,Detchd,1916.0,1,1.0,225.0,3.0,3.0,Y,0,0,330,0,0,0,0,0,NA,0,7,2006,ConLw,Normal,144000
400,50,RL,60.0,10134,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,1,2,CBlock,3,3.0,1,1,0,1,0,735,735,GasA,3,Y,FuseA,735,299,0,1034,0.0,0.0,1,0,2,1,1,5,Typ,0,0.0,Detchd,1940.0,1,1.0,240.0,3.0,3.0,Y,0,39,0,0,0,0,0,0,NA,0,7,2007,WD ,Normal,109000
401,160,RM,21.0,1680,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,8,1972,2007,Gable,CompShg,HdBoard,HdBoard,BrkFace,510.0,1,2,CBlock,3,3.0,1,5,162,1,0,321,483,GasA,3,Y,SBrkr,483,504,0,987,0.0,0.0,1,1,2,1,2,5,Typ,0,0.0,Detchd,1972.0,1,1.0,264.0,3.0,3.0,Y,250,0,0,0,0,0,0,0,NA,0,5,2009,WD ,Normal,118000
402,20,RL,56.0,26073,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,5,1956,1956,Gable,CompShg,BrkFace,MetalSd,None,0.0,1,2,PConc,3,3.0,1,3,1116,1,0,782,1898,GasA,4,Y,FuseA,1898,0,0,1898,0.0,0.0,2,1,3,1,1,7,Typ,2,3.0,Attchd,1956.0,1,2.0,484.0,3.0,3.0,Y,0,51,224,0,0,0,0,3,NA,0,4,2008,WD ,Normal,236500
403,20,RL,68.62270742358079,15676,Pave,NA,IR1,Low,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,8,8,1980,1980,Gable,CompShg,VinylSd,VinylSd,BrkFace,115.0,2,3,CBlock,4,4.0,4,5,1733,3,92,189,2014,GasA,3,Y,SBrkr,2014,0,0,2014,1.0,0.0,2,0,2,1,2,6,Maj1,2,4.0,Attchd,1980.0,2,3.0,864.0,3.0,3.0,Y,462,0,0,255,0,0,0,3,NA,0,4,2009,WD ,Normal,275000
404,20,RL,83.0,9849,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,6,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,0.0,2,2,PConc,4,3.0,3,1,0,1,0,1689,1689,GasA,4,Y,SBrkr,1689,0,0,1689,0.0,0.0,2,0,3,1,2,7,Typ,0,0.0,Attchd,2007.0,2,3.0,954.0,3.0,3.0,Y,0,56,0,0,0,0,0,0,NA,0,6,2007,New,Partial,248328
405,80,RL,55.0,10780,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SLvl,5,5,1976,1976,Gable,CompShg,MetalSd,MetalSd,None,0.0,1,2,CBlock,3,3.0,3,5,483,1,0,428,911,GasA,3,Y,SBrkr,954,0,0,954,0.0,0.0,1,0,3,1,1,6,Typ,0,0.0,Detchd,1976.0,1,2.0,576.0,3.0,3.0,Y,0,0,0,0,0,0,0,0,NA,0,7,2006,WD ,Normal,132500
406,60,RL,85.0,16056,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,CemntBd,CmentBd,Stone,208.0,2,2,PConc,5,3.0,3,6,240,1,0,1752,1992,GasA,4,Y,SBrkr,1992,876,0,2868,0.0,0.0,3,1,4,1,3,11,Typ,1,4.0,BuiltIn,2005.0,3,3.0,716.0,3.0,3.0,Y,214,108,0,0,0,0,0,0,NA,0,7,2006,New,Partial,556581
407,70,RL,60.0,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,9,1895,1999,Gable,CompShg,Wd Sdng,HdBoard,None,0.0,1,3,CBlock,4,3.0,3,1,0,1,0,736,736,GasA,4,Y,SBrkr,751,783,0,1534,0.0,0.0,1,1,3,1,2,6,Typ,0,0.0,NA,1978.3773873185637,0,0.0,0.0,0.0,0.0,N,0,112,0,0,0,0,0,0,NA,0,7,2007,WD ,Normal,148000
408,20,RL,60.0,7200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,1,2,CBlock,3,3.0,1,4,534,3,96,246,876,GasA,2,Y,SBrkr,988,0,0,988,0.0,0.0,1,0,3,1,1,6,Typ,0,0.0,Attchd,1950.0,1,1.0,276.0,3.0,3.0,Y,0,80,0,0,0,0,0,0,NA,0,5,2007,WD ,Normal,119000
409,160,RL,36.0,2628,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,2,2,PConc,4,3.0,1,1,0,1,0,764,764,GasA,4,Y,SBrkr,764,862,0,1626,0.0,0.0,2,1,2,1,2,6,Typ,0,0.0,BuiltIn,2003.0,2,2.0,474.0,3.0,3.0,Y,0,27,0,0,0,0,0,0,NA,0,6,2010,WD ,Normal,175500
410,20,RL,89.0,13214,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2008,2009,Hip,CompShg,Stucco,CmentBd,None,0.0,3,2,PConc,5,3.0,4,1,0,1,0,2002,2002,GasA,4,Y,SBrkr,2018,0,0,2018,0.0,0.0,2,0,3,1,3,10,Typ,1,4.0,Attchd,2009.0,3,3.0,746.0,3.0,3.0,Y,144,76,0,0,0,0,0,0,NA,0,5,2010,WD ,Normal,378500
411,60,RL,68.0,9543,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,4,3.0,1,1,0,1,0,845,845,GasA,4,Y,SBrkr,845,845,0,1690,0.0,0.0,2,1,3,1,2,7,Typ,0,0.0,Attchd,2001.0,2,2.0,517.0,3.0,3.0,Y,0,103,0,0,0,0,0,0,NA,0,2,2007,WD ,Normal,190550
412,60,RL,68.62270742358079,13517,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,2Story,6,8,1976,2005,Gable,CompShg,HdBoard,Plywood,BrkFace,289.0,2,2,CBlock,3,3.0,1,6,533,1,0,192,725,GasA,4,Y,SBrkr,725,754,0,1479,0.0,0.0,2,1,3,1,2,6,Typ,0,0.0,Attchd,1976.0,2,2.0,475.0,3.0,3.0,Y,0,44,0,0,0,0,0,0,NA,0,3,2010,WD ,Normal,130500
413,50,RM,52.0,6240,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,5,1947,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,1,2,Slab,0,0.0,0,0,0,0,0,0,0,GasA,3,N,SBrkr,672,240,0,912,0.0,0.0,1,0,2,1,1,3,Typ,0,0.0,NA,1978.3773873185637,0,0.0,0.0,0.0,0.0,N,0,0,0,0,0,0,0,0,NA,0,7,2006,WD ,Normal,80500
414,60,RL,80.0,10400,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,6,1980,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,280.0,1,2,CBlock,4,3.0,2,1,0,1,0,738,738,GasA,2,Y,SBrkr,1277,767,0,2044,0.0,0.0,2,1,3,1,1,7,Min1,1,3.0,Attchd,1980.0,1,2.0,489.0,3.0,3.0,Y,28,73,0,0,0,0,0,0,NA,0,3,2008,WD ,Normal,185000
415,60,RL,42.0,8433,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,1,2,PConc,4,3.0,1,6,683,1,0,111,794,GasA,4,Y,SBrkr,819,695,0,1514,1.0,0.0,2,1,3,1,1,7,Typ,1,3.0,Attchd,2000.0,3,2.0,394.0,3.0,3.0,Y,0,72,0,0,0,0,0,0,NA,0,6,2009,WD ,Normal,190000
416,60,RL,75.0,9750,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,6,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,1,2,PConc,4,3.0,3,6,975,1,0,133,1108,GasA,4,Y,SBrkr,1108,989,0,2097,1.0,0.0,2,1,3,1,2,8,Typ,1,3.0,Detchd,1998.0,2,2.0,583.0,3.0,3.0,Y,253,170,0,0,0,0,0,0,NA,0,6,2006,WD ,Normal,274300
417,60,FV,85.0,10625,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,CemntBd,CmentBd,None,0.0,2,2,PConc,4,3.0,1,1,0,1,0,1026,1026,GasA,4,Y,SBrkr,1026,932,0,1958,0.0,0.0,2,1,3,1,2,9,Typ,1,4.0,Attchd,2005.0,3,3.0,936.0,3.0,3.0,Y,154,210,0,0,0,0,0,0,NA,0,7,2008,WD ,Normal,250000
418,45,RL,64.0,6390,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1.5Unf,6,7,1954,1954,Gable,CompShg,MetalSd,MetalSd,None,0.0,1,2,CBlock,3,3.0,1,1,0,1,0,936,936,GasA,2,Y,FuseA,984,0,0,984,1.0,0.0,1,0,2,1,1,4,Typ,0,0.0,Detchd,1954.0,1,1.0,280.0,3.0,3.0,Y,0,0,0,0,0,0,0,2,NA,0,6,2008,WD ,Normal,112500
