visits,total_sales,credit_card,sales_product_category_1,sales_product_category_2,sales_product_category_3,sales_product_category_4,sales_product_category_5,sales_product_category_6,sales_product_category_7,sales_product_category_8,sales_product_category_9,sales_product_category_10,sales_product_category_11,sales_product_category_12,sales_product_category_13,sales_product_category_14,sales_product_category_15,sales_store_1,sales_store_2,sales_store_3,sales_store_4,sales_last_3_months,sales_last_month,sales_last_6_months,sales_last_year,margin,promos,days_on_file,days_between_purchases,markdown,crossbuy,coupons,individual_items,stores_visited,phone_on_file,online_shopper,attempts,conversions,product_uniformity,days_between_visits,customer_type,returns,conversion
1,79.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.56,5,581,581.0,0.19,1,0,2,1,Y,0,2,0,100.0,193.66,28,0.0,0
8,744.61,0,0.11,0.0,0.04,0.43,0.0,0.11,0.02,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.16,0.0,362.18,382.43,0.0,342.44,0.0,581.38,0.0,0.57,15,439,54.87,0.13,8,0,25,5,N,0,5,0,26.73,27.43,36,0.13,0
3,532.2,1,0.06,0.0,0.07,0.22,0.29,0.2,0.0,0.09,0.0,0.0,0.0,0.02,0.02,0.0,0.29,0.0,0.0,532.2,0.0,62.96,0.0,473.21,58.99,0.54,20,592,197.33,0.25,9,1,16,1,Y,0,9,1,28.19,49.33,15,0.0,0
6,1447.13,1,0.06,0.02,0.16,0.1,0.37,0.14,0.0,0.05,0.0,0.0,0.0,0.02,0.02,0.02,0.21,0.0,1350.13,97.0,0.0,1339.15,627.5,1339.15,0.0,0.54,9,289,48.16,0.25,16,1,48,3,Y,0,3,1,25.67,24.08,16,0.0,0
1,71.99,0,0.0,0.44,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.99,0.0,0.0,0.0,0.0,0.0,0.58,0,342,342.0,0.11,2,0,2,1,N,0,0,0,50.61,171.0,50,0.0,0
4,206.48,0,0.04,0.0,0.0,0.0,0.35,0.0,0.0,0.13,0.0,0.0,0.0,0.03,0.0,0.34,0.0,0.0,179.98,26.5,0.0,0.0,0.0,0.0,142.98,0.54,11,442,110.5,0.13,9,0,15,2,Y,0,4,0,26.42,40.18,6,0.09,0
3,355.23,1,0.12,0.0,0.0,0.18,0.31,0.0,0.14,0.15,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,350.79,4.44,0.0,78.0,78.0,78.0,257.24,0.53,16,563,187.66,0.28,9,1,13,2,Y,0,8,2,19.88,51.18,45,0.0,0
56,1929.61,1,0.06,0.05,0.11,0.09,0.13,0.01,0.07,0.04,0.06,0.01,0.0,0.05,0.08,0.08,0.0,0.0,0.0,178.49,1751.12,465.27,95.0,791.27,58.0,0.22,19,650,11.6,0.51,33,4,153,5,Y,0,5,4,7.59,3.57,38,0.1,1
9,1031.64,0,0.14,0.01,0.0,0.04,0.18,0.2,0.0,0.07,0.07,0.0,0.0,0.01,0.04,0.007899,0.0,0.0,0.0,1031.64,0.0,315.0,0.0,560.95,0.0,0.49,16,483,53.66,0.21,15,2,34,5,Y,0,9,2,11.3,24.15,15,0.22,1
5,479.78,1,0.08,0.05,0.0,0.45,0.0,0.0,0.05,0.08,0.14,0.0,0.0,0.0,0.12,0.0,0.0,86.98,0.0,58.8,334.0,227.75,46.98,369.82,0.0,0.51,7,337,67.4,0.21,8,1,17,5,Y,1,1,0,26.43,17.73,7,0.0,1
8,496.9,1,0.27,0.08,0.35,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,496.9,0.0,51.46,0.0,145.2,162.2,0.52,15,630,78.75,0.21,11,2,25,1,Y,0,8,4,23.71,21.72,22,0.04,1
5,485.5,1,0.13,0.0,0.03,0.11,0.45,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448.43,37.07,385.03,276.0,385.03,0.0,0.45,23,528,105.6,0.22,8,0,19,2,Y,0,10,1,25.03,33.0,17,0.18,0
2,108.99,0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.16,0.03,0.0,0.0,0.0,108.99,0.0,0.0,0.0,0.0,0.0,0.51,3,300,150.0,0.3,6,0,10,2,Y,0,1,0,43.64,150.0,10,0.0,0
1,5.0,1,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.48,15,663,663.0,0.31,1,0,2,1,Y,0,8,0,6.25,132.6,38,2.99,0
2,471.25,1,0.06,0.0,0.0,0.0,0.47,0.1,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,471.25,0.0,471.25,0.0,471.25,0.0,0.46,6,63,31.5,0.26,6,1,12,2,Y,0,2,0,31.93,3.93,10,0.08,1
2,107.77,0,0.0,0.0,0.27,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,11.96,95.81,0.0,0.0,0.0,0.0,86.78,0.08,24,634,317.0,0.3,3,0,6,3,Y,0,10,1,39.31,57.63,8,0.0,1
3,305.93,1,0.57,0.03,0.15,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.94,20.99,0.0,0.0,0.0,119.98,0.0,0.38,14,694,231.33,0.26,5,0,11,3,Y,0,9,0,40.92,46.26,4,0.0,0
13,413.46,1,0.03,0.01,0.0,0.03,0.04,0.04,0.004018,0.06,0.13,0.0,0.0,0.0,0.004576,0.0,0.0,0.0,295.04,118.42,0.0,80.97,0.0,214.37,0.0,0.04,17,642,49.38,0.37,17,5,53,4,Y,0,9,4,2.99,10.03,12,1.64,0
2,368.47,1,0.07,0.0,0.0,0.0,0.49,0.16,0.1,0.0,0.12,0.0,0.0,0.0,0.0,0.03,0.65,0.0,354.97,13.5,0.0,121.48,121.48,121.48,246.99,0.64,13,324,162.0,0.16,6,0,8,2,Y,0,5,0,73.15,29.45,36,0.0,1
7,330.69,1,0.59,0.05,0.0,0.16,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.71,51.98,0.0,113.96,0.0,113.96,56.74,0.48,17,677,96.71,0.31,4,0,16,2,Y,0,10,4,41.78,19.34,10,0.0,1
2,88.0,0,0.52,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.45,3,302,151.0,0.34,4,0,4,2,N,0,0,0,41.05,151.0,12,0.06,0
1,72.96,0,0.45,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.98,39.98,0.0,0.0,0.0,0.0,72.96,0.36,15,318,318.0,0.0,2,0,4,2,N,0,7,1,50.46,79.5,38,0.0,0
13,611.09,0,0.42,0.09,0.05,0.0,0.1,0.0,0.03,0.02,0.14,0.0,0.03,0.0,0.0,0.0,0.0,0.0,485.12,103.48,22.49,161.94,25.0,401.65,0.0,0.36,19,624,48.0,0.33,12,1,29,5,Y,0,5,2,22.77,13.27,18,0.08,1
3,99.0,0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.42,14,581,193.66,0.4,2,0,3,2,N,0,5,0,45.35,145.25,1,0.48,0
15,1250.05,1,0.01,0.01,0.01,0.19,0.15,0.04,0.009,0.17,0.17,0.18,0.0,0.0,0.0,0.01,0.0,0.0,995.33,254.72,0.0,383.42,139.97,644.63,59.99,0.48,20,702,46.8,0.27,16,4,34,3,Y,0,10,7,16.18,10.47,36,0.0,1
3,240.49,1,0.24,0.0,0.08,0.0,0.41,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.65,0.0,177.99,62.5,0.0,0.0,0.0,0.0,0.0,0.65,14,425,141.66,0.0,5,0,6,3,Y,0,6,0,72.67,35.41,8,0.0,0
8,252.96,0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.04,0.17,0.0,0.0,0.01,0.07,0.1,0.0,0.0,223.96,29.0,0.0,12.0,12.0,90.99,94.0,0.6,12,474,59.25,0.05,12,1,18,5,N,0,4,4,6.62,47.4,5,0.83,0
2,117.0,1,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,0.67,20,464,232.0,0.0,2,0,3,1,Y,0,10,0,50.0,116.0,1,0.0,0
12,847.5,0,0.44,0.0,0.0,0.06,0.18,0.05,0.03,0.03,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,847.5,0.0,178.77,132.0,178.77,0.0,0.49,18,677,56.41,0.33,9,0,33,3,Y,0,9,3,25.16,32.23,15,0.11,0
2,157.0,0,0.22,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,157.0,0.0,0.0,0.0,0.0,0.0,0.68,17,492,246.0,0.0,3,0,5,1,Y,1,5,0,35.59,24.6,6,0.61,1
2,149.0,0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,100.0,49.0,0.0,0.0,0.0,0.0,0.0,0.46,6,342,171.0,0.4,2,0,2,2,N,0,2,0,55.85,114.0,4,0.0,0
4,539.94,0,0.07,0.05,0.0,0.05,0.18,0.28,0.05,0.06,0.03,0.18,0.0,0.0,0.0,0.01,0.29,0.0,0.0,539.94,0.0,0.0,0.0,319.96,0.0,0.59,5,669,167.25,0.01,11,0,13,3,Y,0,2,0,25.42,95.57,15,0.0,0
1,177.0,0,0.0,0.0,0.0,0.16,0.55,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,49.0,128.0,0.0,0.0,0.0,0.0,0.0,0.71,17,351,351.0,0.0,3,0,3,2,N,0,5,0,72.91,175.5,14,0.0,0
22,1213.04,0,0.12,0.009381,0.02,0.01,0.14,0.11,0.01,0.03,0.02,0.0,0.0,0.005307,0.01,0.00232,0.02,0.0,1103.92,109.12,0.0,275.43,130.0,814.38,0.0,0.53,23,530,24.09,0.19,19,3,55,5,Y,0,10,6,5.4,7.91,4,0.86,1
1,59.49,0,0.41,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,34.99,0.0,0.0,0.0,0.0,0.0,0.39,17,458,458.0,0.39,2,0,2,2,Y,0,7,0,51.55,65.42,23,0.0,0
5,1842.92,0,0.13,0.01,0.16,0.03,0.09,0.02,0.05,0.02,0.13,0.07,0.06,0.04,0.02,0.0,0.05,0.0,800.92,1042.0,0.0,0.0,0.0,476.98,782.19,0.52,18,531,106.2,0.32,23,2,57,2,Y,0,9,3,9.53,18.96,8,0.09,0
7,354.74,0,0.14,0.05,0.0,0.14,0.0,0.0,0.17,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.25,44.49,0.0,161.0,0.0,264.0,0.0,0.54,15,640,91.42,0.17,9,0,17,5,Y,0,8,2,11.38,37.64,1,0.4,0
1,68.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.7,0,242,242.0,0.0,1,0,2,1,N,0,0,0,100.0,242.0,50,0.0,0
5,407.08,1,0.11,0.02,0.0,0.08,0.43,0.0,0.01,0.05,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,407.08,0.0,357.09,39.3,357.09,0.0,0.39,2,205,41.0,0.34,10,1,15,2,Y,0,0,0,30.05,13.66,10,0.06,0
2,89.99,0,0.19,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,68.0,21.99,0.0,0.0,0.0,68.0,0.0,0.57,2,226,113.0,0.15,3,0,4,2,N,0,0,0,61.29,113.0,11,0.0,0
1,191.95,1,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.2,0.0,0.0,0.0,191.95,0.0,0.0,0.0,0.0,0.0,0.66,17,362,362.0,0.07,3,0,6,1,Y,0,4,0,45.26,181.0,4,0.0,0
1,171.0,0,0.33,0.0,0.0,0.0,0.0,0.37,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,0.0,0.0,0.0,0.0,0.0,0.67,11,305,305.0,0.0,3,0,4,1,N,0,4,0,33.72,305.0,10,0.0,0
6,308.36,1,0.28,0.01,0.2,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,308.36,0.0,107.37,0.0,107.37,80.99,0.48,21,549,91.5,0.29,9,1,14,1,Y,0,8,1,21.54,21.96,20,0.11,0
3,182.98,0,0.25,0.09,0.0,0.19,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,164.98,0.0,20.99,0.0,182.98,0.0,0.6,3,531,177.0,0.14,4,0,6,2,Y,0,1,0,31.9,59.0,14,0.0,1
5,459.33,0,0.04,0.06,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.04,0.0,0.25,0.0,0.0,459.33,0.0,50.37,0.0,50.37,199.98,0.49,21,677,135.4,0.14,5,0,8,1,Y,0,10,2,48.78,75.22,10,0.0,0
1,97.98,0,0.79,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.98,0.0,0.0,0.0,0.0,0.0,0.47,3,290,290.0,0.35,2,0,4,1,Y,0,2,0,67.52,290.0,8,0.0,0
16,726.15,1,0.13,0.01,0.0,0.0,0.1,0.0,0.05,0.14,0.0,0.0,0.0,0.02,0.03,0.01,0.0,10.5,0.0,715.65,0.0,45.51,0.0,414.43,0.0,0.6,25,618,38.62,0.15,17,4,35,2,Y,0,9,6,5.75,9.65,24,1.14,1
5,688.72,1,0.66,0.06,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,688.72,0.0,0.0,0.0,120.99,291.74,0.46,21,677,135.4,0.35,6,2,27,1,Y,0,10,4,48.2,45.13,10,0.0,1
4,509.42,0,0.13,0.02,0.08,0.04,0.11,0.0,0.0,0.05,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432.92,76.5,0.0,0.0,42.5,489.43,0.0,0.6,5,581,145.25,0.16,9,0,19,5,N,0,1,1,12.73,48.41,7,0.33,0
14,1104.88,1,0.09,0.11,0.0,0.06,0.19,0.08,0.005143,0.06,0.03,0.09,0.0,0.0,0.05,0.006789,0.0,0.0,0.0,1104.88,0.0,0.0,0.0,705.22,90.87,0.5,14,325,23.21,0.18,18,6,53,3,Y,0,4,4,8.86,13.0,1,0.23,1
1,279.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,279.0,0.0,0.0,0.0,0.0,0.0,0.75,15,351,351.0,0.0,1,0,1,1,Y,0,5,0,100.0,351.0,4,0.0,0
1,69.98,0,0.0,0.0,0.0,0.0,0.6,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.98,0.0,0.0,0.0,69.98,0.0,0.27,2,98,98.0,0.3,2,0,2,1,Y,0,0,0,52.0,98.0,20,0.0,0
16,3157.62,1,0.18,0.01,0.007316,0.06,0.18,0.12,0.03,0.14,0.04,0.0,0.04,0.01,0.09,0.01,0.05,0.0,99.0,3058.62,0.0,1099.52,673.95,1772.87,560.6,0.59,22,701,43.81,0.2,25,10,91,4,Y,0,9,8,12.21,14.02,10,0.04,1
10,650.87,1,0.31,0.0,0.0,0.07,0.0,0.03,0.0,0.11,0.04,0.0,0.17,0.0,0.04,0.06,0.0,0.0,499.51,52.86,98.5,297.49,279.5,357.49,0.0,0.39,16,264,26.4,0.41,13,2,33,6,Y,0,4,1,15.71,16.5,16,0.2,1
1,146.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,0.0,0.0,0.0,146.0,0.67,10,324,324.0,0.0,1,0,4,1,Y,0,4,0,100.0,324.0,10,0.0,0
13,1490.4,1,0.21,0.0,0.01,0.06,0.17,0.18,0.19,0.008045,0.03,0.0,0.0,0.03,0.06,0.02,0.26,0.0,0.0,1420.43,69.97,111.96,0.0,647.79,49.0,0.61,23,693,53.3,0.12,16,1,30,4,Y,0,9,4,23.09,14.14,38,0.0,1
2,212.96,0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.96,0.0,0.0,0.0,124.97,0.0,0.58,5,241,120.5,0.21,3,0,5,1,N,0,1,1,58.34,120.5,23,0.0,0
12,512.25,1,0.33,0.09,0.0,0.0,0.0,0.21,0.16,0.05,0.05,0.0,0.0,0.0,0.0,0.005628,0.1,0.0,29.99,482.26,0.0,179.09,69.5,277.31,0.0,0.31,18,677,56.41,0.36,10,3,31,4,Y,0,8,4,21.64,16.92,35,0.06,0
31,3612.32,1,0.06,0.01,0.03,0.04,0.26,0.06,0.02,0.06,0.03,0.18,0.0,0.005404,0.02,0.01,0.01,0.0,168.64,3443.68,0.0,838.16,354.43,1954.27,229.93,0.37,27,693,22.35,0.31,29,10,140,3,Y,0,10,8,12.22,6.47,16,0.17,1
10,1217.19,1,0.31,0.0,0.0,0.03,0.0,0.0,0.08,0.11,0.13,0.0,0.22,0.0,0.0,0.06,0.0,0.0,231.95,985.24,0.0,80.98,56.49,470.18,101.58,0.52,25,684,68.4,0.25,10,5,40,4,Y,0,9,6,19.38,16.28,10,0.02,1
21,1674.45,1,0.21,0.007873999999999999,0.0,0.26,0.15,0.04,0.0,0.08,0.0,0.0,0.03,0.0022010000000000003,0.06,0.0,0.1,0.0,1142.71,531.74,0.0,68.85,0.0,375.82,391.48,0.54,24,678,32.28,0.24,19,6,62,4,Y,0,11,8,16.35,7.45,23,0.13,1
2,128.95,0,0.83,0.04,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.96,77.99,0.0,50.96,0.0,50.96,0.0,0.45,5,281,140.5,0.2,4,0,6,2,Y,0,2,0,71.67,70.25,15,0.0,1
10,620.17,0,0.25,0.07,0.0,0.0,0.07,0.0,0.24,0.2,0.0,0.0,0.04,0.0,0.09,0.0,0.0,0.0,0.0,620.17,0.0,0.0,0.0,167.97,19.99,0.44,21,702,70.2,0.22,8,1,30,3,N,0,8,4,19.18,33.42,1,0.0,0
2,39.8,0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,39.8,0.0,0.0,0.0,27.3,0.0,0.45,12,685,342.5,0.23,2,0,2,1,Y,0,4,0,56.91,137.0,15,0.0,0
7,586.0,1,0.31,0.0,0.12,0.0,0.2,0.11,0.06,0.0,0.05,0.0,0.0,0.01,0.11,0.004266,0.0,0.0,155.5,430.5,0.0,151.5,0.0,287.0,0.0,0.36,15,263,37.57,0.48,14,0,27,2,Y,0,4,2,18.79,9.06,12,0.0,1
2,138.46,0,0.14,0.0,0.0,0.42,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,90.48,47.98,0.0,59.47,0.0,59.47,0.0,0.46,0,258,129.0,0.19,3,0,5,2,Y,0,0,0,56.84,51.6,16,0.0,0
4,597.99,1,0.0,0.04,0.22,0.04,0.2,0.0,0.0,0.05,0.11,0.22,0.0,0.0,0.09,1.7e-05,0.0,0.0,0.0,597.99,0.0,0.0,0.0,261.0,0.0,0.61,9,640,160.0,0.2,10,2,15,1,Y,0,2,0,17.08,53.33,11,0.0,1
12,1463.11,1,0.09,0.01,0.01,0.16,0.21,0.15,0.04,0.11,0.04,0.0,0.0,0.0,0.01,0.03,0.0,0.0,278.74,247.62,936.75,396.38,213.98,720.29,0.0,0.54,19,295,24.58,0.15,17,2,50,5,Y,0,2,1,12.62,11.8,11,0.1,1
1,171.45,1,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,171.45,0.0,0.0,0.0,0.0,0.0,0.45,18,285,285.0,0.5,2,0,3,1,Y,0,8,0,60.79,21.92,38,0.0,0
14,1734.25,0,0.09,0.0,0.0,0.14,0.39,0.2,0.13,0.0,0.0,0.0,0.0,0.0,0.0033399999999999997,0.0,0.17,0.0,1699.26,34.99,0.0,563.34,240.0,758.3,0.0,0.61,13,427,30.5,0.1,11,1,41,3,Y,0,7,3,27.14,15.81,1,0.03,1
3,274.98,0,0.78,0.0,0.07,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,235.98,0.0,0.0,0.0,274.98,0.0,0.58,5,141,47.0,0.21,3,0,11,2,Y,0,1,0,64.23,35.25,18,0.0,0
3,372.46,0,0.0,0.0,0.72,0.0,0.13,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,135.46,0.0,288.48,0.0,372.46,0.0,0.64,13,545,181.66,0.07,4,0,12,2,Y,0,7,0,55.21,77.85,11,0.07,0
14,1603.43,1,0.24,0.02,0.01,0.0,0.15,0.0,0.09,0.14,0.1,0.18,0.0,0.0,0.0,0.0,0.0,0.0,702.74,213.94,686.75,125.97,0.0,493.7,383.91,0.39,20,676,48.28,0.29,15,4,69,5,Y,0,9,6,15.92,12.75,38,0.02,0
11,411.43,1,0.13,0.0,0.0,0.06,0.1,0.19,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,292.43,119.0,0.0,87.96,0.0,235.44,0.0,0.46,6,514,46.72,0.29,8,2,16,3,Y,0,4,1,11.18,24.47,5,0.42,0
4,464.71,1,0.65,0.0,0.11,0.0,0.0,0.0,0.0,0.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464.71,0.0,0.0,0.0,156.0,0.0,0.59,11,267,66.75,0.14,6,1,15,1,Y,0,3,1,46.73,24.27,2,0.0,0
4,547.21,0,0.19,0.1,0.5,0.15,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,471.98,75.23,0.0,0.0,0.0,34.0,63.72,0.62,11,698,174.5,0.09,7,0,17,2,Y,0,6,1,32.68,53.69,4,0.0,1
2,291.0,1,0.0,0.0,0.0,0.0,0.0,0.18,0.14,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,0.0,0.0,0.0,0.0,103.0,0.65,20,312,156.0,0.03,4,0,5,2,N,0,6,0,40.0,62.4,3,0.09,0
8,218.95,0,0.07,0.0,0.0,0.07,0.08,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.95,0.0,0.0,0.0,62.97,98.0,0.38,13,659,82.37,0.05,5,0,9,3,N,0,6,3,34.19,17.81,16,0.25,1
3,314.23,1,0.57,0.0,0.0,0.14,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.36,25.87,0.0,0.0,0.0,88.0,156.99,0.66,15,701,233.66,0.14,4,0,8,2,Y,0,10,1,42.95,53.92,6,0.0,0
11,2212.61,1,0.15,0.06,0.05,0.1,0.24,0.06,0.09,0.02,0.0,0.09,0.007792,0.0,0.09,0.004520000000000001,0.0,0.0,141.9,2015.73,54.98,0.0,0.0,376.19,197.97,0.52,24,683,62.09,0.18,19,5,69,3,Y,0,9,6,13.22,12.88,4,0.0,1
4,509.69,1,0.1,0.03,0.22,0.25,0.19,0.0,0.04,0.09,0.0,0.0,0.04,0.0,0.0,0.0,0.29,0.0,357.72,151.97,0.0,49.0,0.0,199.74,0.0,0.59,13,239,59.75,0.16,8,1,15,4,Y,0,6,1,26.36,47.8,32,0.0,0
43,4469.75,1,0.1,0.05,0.02,0.11,0.17,0.06,0.08,0.07,0.08,0.0,0.0,0.009332,0.12,0.01,0.01,0.0,526.96,3942.79,0.0,425.8,311.0,1986.78,460.17,0.58,23,699,16.25,0.2,26,12,168,5,Y,0,10,8,9.87,8.62,40,0.07,1
1,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,0.68,16,601,601.0,0.0,1,0,1,1,Y,0,10,0,100.0,150.25,1,0.0,0
3,423.59,1,0.28,0.0,0.0,0.12,0.21,0.12,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.03,0.33,0.0,408.59,15.0,0.0,15.0,0.0,69.0,0.0,0.63,16,339,113.0,0.09,6,0,9,2,Y,0,9,2,31.87,56.5,11,0.0,0
1,85.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.07,0.92,0.0,0.0,85.0,0.0,0.0,0.0,85.0,0.0,0.71,13,581,581.0,0.0,2,0,2,1,Y,0,8,0,173.25,96.83,17,0.0,1
11,2775.46,1,0.07,0.009463,0.05,0.03,0.27,0.08,0.02,0.04,0.12,0.11,0.03,0.03,0.04,0.0,0.03,0.0,2490.07,285.39,0.0,723.56,641.98,1311.53,104.98,0.65,19,551,50.09,0.07,23,1,50,4,Y,1,9,4,13.25,14.5,16,0.04,1
13,787.99,1,0.24,0.02,0.03,0.03,0.1,0.0,0.05,0.04,0.21,0.0,0.0,0.01,0.007464,0.01,0.0,0.0,0.0,787.99,0.0,258.94,177.0,695.94,0.0,0.52,17,688,52.92,0.3,16,5,38,2,Y,0,9,5,12.42,19.11,2,0.27,1
12,1983.8,1,0.25,0.00539,0.01,0.06,0.15,0.12,0.06,0.009872,0.12,0.03,0.0,0.0,0.006732999999999999,0.0,0.17,0.0,0.0,1983.8,0.0,540.5,639.97,1539.9,121.74,0.54,20,496,41.33,0.24,17,7,70,3,Y,0,8,6,16.44,13.4,6,0.14,1
1,196.98,0,0.19,0.0,0.09,0.0,0.28,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.98,0.0,0.0,0.0,196.98,0.0,0.55,2,93,93.0,0.23,4,0,4,1,Y,0,0,0,30.91,46.5,41,0.0,0
2,264.5,0,0.04,0.0,0.0,0.13,0.34,0.22,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,289.0,0.0,0.0,0.0,289.0,0.0,0.7,6,682,341.0,0.0,6,0,6,2,Y,0,2,0,47.77,97.42,2,0.09,0
3,512.49,0,0.13,0.0,0.0,0.0,0.42,0.11,0.19,0.0,0.0,0.0,0.0,0.0,0.09,0.02,0.0,0.0,414.5,97.99,0.0,0.0,0.0,0.0,15.0,0.61,20,505,168.33,0.1,6,0,12,2,Y,0,10,1,26.34,84.16,45,0.0,0
