This file was created by CMPT_IND_RETS using the 201112 CRSP database.
It contains value- and equal-weighted returns for  5 industry portfolios.

The portfolios are constructed at the end of June.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
195310     67.41    116.89    227.75     66.14     49.46
195311     69.40    123.40    237.00     67.76     51.18
195312     69.33    126.06    244.62     72.65     52.11
195401     68.86    126.33    243.23     71.26     50.50
195402     71.70    133.22    253.70     75.24     53.73
195403     71.39    134.40    262.99     74.73     54.21
195404     72.54    140.09    274.28     74.70     54.91
195405     74.24    147.33    289.80     75.45     56.40
195406     75.94    151.67    290.45     76.35     58.51
195407     77.60    152.93    308.26     76.63     58.30
195408     82.88    159.99    313.49     82.87     62.18
195409     80.35    155.47    302.97     80.36     60.44
195410     86.73    165.97    314.23     82.36     63.16
195411     85.20    162.89    309.62     80.88     63.32
195412     89.21    178.37    335.55     90.36     69.81
195501     93.25    188.57    340.72     95.59     75.93
195502     94.49    189.34    348.55     92.69     76.49
195503     94.14    195.60    362.93     94.93     78.97
195504     93.26    195.14    357.45    104.87     79.80
195505     97.02    200.49    377.54    104.73     82.94
195506     96.40    202.06    379.21    107.62     83.85
195507    104.64    218.49    399.08    107.44     85.76
195508    114.50    220.74    397.99    107.43     85.00
195509    111.72    223.12    394.38    107.14     85.03
195510    116.86    220.67    384.58    103.47     82.43
195511    113.05    215.70    372.10    104.16     80.21
195512    119.91    230.42    393.49    109.84     85.99
195601    118.06    236.21    401.79    116.35     85.00
195602    112.98    230.21    393.90    108.58     82.52
195603    115.99    238.88    406.59    117.02     84.80
195604    118.38    258.42    428.84    125.23     89.34
195605    115.99    261.85    427.40    128.50     90.00
195606    110.33    246.33    412.05    126.40     85.43
195607    118.33    256.16    439.40    133.25     88.26
195608    122.89    271.05    457.44    137.18     90.55
195609    120.69    260.19    444.61    132.39     87.38
195610    117.31    246.01    418.98    127.21     83.19
195611    117.39    247.69    423.74    127.75     83.92
195612    113.63    249.22    427.42    125.03     83.37
195701    114.20    260.84    439.16    131.95     84.48
195702    110.87    249.71    430.86    128.82     83.79
195703    108.15    242.75    429.63    127.81     81.18
195704    109.56    247.99    439.83    137.97     82.66
195705    114.69    259.66    460.85    145.24     85.14
195706    115.75    270.98    477.26    151.46     85.75
195707    114.70    269.15    452.08    163.80     83.49
195708    117.98    270.69    461.04    167.85     84.27
195709    113.86    254.77    440.96    162.07     79.42
195710    109.89    237.71    423.19    156.90     73.85
195711    106.13    226.53    421.13    155.54     68.62
195712    103.88    232.78    438.37    167.68     68.33
195801     99.53    223.22    428.93    165.87     64.81
195802    106.31    232.47    446.63    165.08     71.78
195803    106.47    226.60    443.16    172.52     70.51
195804    110.09    234.25    448.36    186.23     71.93
195805    114.70    241.74    453.43    198.12     75.04
195806    118.44    245.81    460.86    200.30     77.46
195807    124.16    253.25    450.96    201.85     77.43
195808    130.49    264.94    462.11    213.63     80.66
195809    132.46    268.58    471.78    217.15     82.83
195810    140.92    279.03    495.19    242.23     87.10
195811    143.98    286.12    510.89    244.55     90.19
195812    148.34    292.64    527.37    262.76     93.93
195901    152.93    304.23    593.54    273.91     96.38
195902    156.23    306.29    595.61    272.12     98.29
195903    157.12    305.24    630.43    281.72    100.49
195904    155.42    307.52    634.00    293.38    100.53
195905    163.40    314.94    677.12    327.99    102.37
195906    167.61    319.05    692.52    323.64    103.21
195907    171.52    320.29    651.99    348.12    101.25
195908    180.10    332.86    655.28    364.37    101.94
195909    180.99    325.77    646.78    350.51     99.20
195910    174.96    307.77    632.55    332.63     94.81
195911    176.32    311.63    653.92    340.10     94.93
195912    176.69    313.56    693.12    357.78     93.47
196001    181.97    321.37    724.32    350.70     94.99
196002    168.55    298.22    684.58    328.22     91.13
196003    169.79    296.37    728.92    328.33     90.68
196004    166.35    290.68    732.53    332.88     88.74
196005    165.87    283.31    741.06    338.23     87.64
196006    169.52    286.23    791.26    383.70     87.34
196007    173.14    290.90    736.80    374.20     91.48
196008    171.09    283.52    718.73    359.46     90.04
196009    176.47    290.28    743.97    367.40     92.28
196010    168.13    275.16    684.81    334.88     87.25
196011    168.75    274.75    672.70    322.90     86.81
196012    176.52    284.42    710.22    334.53     92.03
196101    181.33    298.22    757.93    369.18     95.47
196102    193.24    318.85    797.20    391.33    103.29
196103    202.39    329.29    810.72    410.72    108.65
196104    212.06    334.67    847.34    425.80    112.21
196105    209.89    337.23    852.66    424.22    112.75
196106    215.68    345.40    860.16    432.90    117.54
196107    211.34    330.72    802.07    411.58    112.66
196108    219.65    339.27    834.03    425.68    115.22
196109    226.81    344.82    850.90    441.11    120.78
196110    230.21    332.53    839.75    435.24    118.29
196111    239.27    340.81    864.76    450.78    121.32
196112    253.30    351.29    917.96    463.38    125.98
196201    251.76    351.57    927.73    453.68    123.28
196202    239.85    343.30    876.71    431.45    121.34
196203    238.84    351.09    890.46    446.69    122.90
196204    238.44    352.14    877.43    448.02    120.99
196205    225.48    332.63    807.20    396.94    112.29
196206    205.34    305.38    737.82    353.09    102.97
196207    186.37    272.41    609.11    312.24     96.47
196208    197.27    287.45    665.11    336.17    101.85
196209    201.72    293.07    678.42    308.54    105.23
196210    192.12    281.14    626.69    295.47     98.92
196211    191.21    281.80    635.08    302.34     99.27
196212    207.72    311.80    700.04    354.01    113.33
196301    211.17    316.47    701.88    356.42    115.09
196302    223.64    331.51    736.10    376.21    120.97
196303    217.94    323.50    710.25    365.42    119.89
196304    226.55    335.83    725.61    369.24    123.89
196305    237.86    351.51    769.98    396.86    131.80
196306    246.81    353.99    787.88    394.80    135.92
196307    149.02    235.69    398.92    318.47     78.09
196308    148.49    236.12    397.24    319.97     77.54
196309    157.30    247.79    413.58    349.45     81.40
196310    156.66    243.02    420.89    334.86     79.14
196311    166.12    245.03    443.19    345.88     80.22
196312    160.15    244.14    451.79    338.74     80.19
196401    162.03    252.15    456.28    343.34     82.04
196402    164.06    259.86    470.69    355.87     82.91
196403    166.66    264.12    471.41    360.58     87.20
196404    169.99    269.68    477.67    353.09     89.41
196405    172.99    272.21    475.98    347.79     89.82
196406    175.88    276.49    477.89    348.49     91.59
196407    168.91    270.22    461.25    359.61     91.16
196408    174.39    277.49    452.30    376.45     91.96
196409    175.30    274.46    441.04    359.31     89.05
196410    181.14    284.53    439.69    368.72     92.22
196411    182.20    288.46    435.55    378.99     93.90
196412    182.15    290.27    432.43    385.53     92.02
196501    183.84    290.28    442.32    401.60     90.41
196502    192.75    300.79    456.02    432.06     94.67
196503    193.23    300.87    468.33    441.17     97.52
196504    193.82    296.51    462.24    436.59     96.88
196505    205.69    303.81    478.40    449.17     99.89
196506    201.10    302.28    484.66    442.18     98.27
196507    181.16    277.43    433.73    416.56     91.36
196508    183.44    282.42    441.67    432.63     94.53
196509    189.95    289.07    456.49    458.43     99.24
196510    197.42    299.58    469.23    468.32    101.08
196511    204.78    308.59    474.23    483.02    103.84
196512    201.48    309.65    469.71    499.01    107.63
196601    204.71    314.58    466.15    529.69    111.62
196602    204.91    319.86    466.01    543.54    117.94
196603    201.73    311.82    476.30    533.51    119.97
196604    196.82    307.25    461.98    524.40    116.61
196605    199.95    315.78    485.37    523.90    120.27
196606    187.49    300.82    460.51    494.65    110.78
196607    175.41    288.73    440.84    497.65    111.42
196608    171.68    286.63    436.77    488.79    110.10
196609    158.44    262.68    411.36    447.32     96.87
196610    156.22    263.53    405.54    441.84     95.00
196611    158.80    279.23    423.92    463.01     98.17
196612    157.19    279.75    440.92    492.32    106.23
196701    153.99    282.14    447.46    491.35    108.82
196702    170.96    302.72    484.74    522.47    121.90
196703    172.14    302.77    508.14    527.83    121.07
196704    178.63    315.70    534.17    568.91    126.79
196705    194.74    325.33    561.48    593.90    129.16
196706    184.23    313.48    531.39    560.49    126.63
196707    183.77    308.50    529.22    586.44    132.16
196708    199.20    325.12    527.14    608.32    143.14
196709    198.21    323.36    521.16    610.21    142.01
196710    206.29    332.26    557.56    627.55    141.86
196711    200.98    320.57    570.48    595.62    134.80
196712    200.12    323.77    576.48    616.30    133.42
196801    205.08    340.70    589.79    634.44    140.63
196802    200.97    328.33    563.73    592.28    136.68
196803    196.62    316.29    539.78    565.23    131.75
196804    199.28    315.23    551.23    565.23    132.00
196805    223.28    340.67    599.52    632.00    147.61
196806    229.59    350.27    612.71    651.10    157.01
196807    224.38    348.18    553.42    625.43    164.37
196808    215.74    345.94    532.42    599.42    158.26
196809    219.36    352.01    536.47    601.09    157.80
196810    234.15    365.65    554.07    606.01    172.20
196811    240.21    370.94    544.46    605.38    174.24
196812    245.85    395.30    582.99    652.35    187.81
196901    239.61    383.88    548.48    644.73    181.76
196902    236.49    384.60    536.58    642.85    182.81
196903    224.87    361.05    517.41    607.74    168.19
196904    233.89    372.71    537.88    627.40    169.62
196905    238.38    375.78    567.68    658.01    170.45
196906    239.16    376.04    561.16    667.04    168.49
196907    211.07    340.88    507.14    595.72    178.32
196908    195.32    318.86    484.92    579.00    162.16
196909    204.66    330.21    507.20    630.89    175.97
196910    204.08    314.20    502.74    643.56    174.36
196911    216.52    329.07    529.88    700.85    188.49
196912    208.63    314.31    527.14    701.13    177.51
197001    203.01    309.05    514.35    730.42    170.46
197002    190.49    284.25    478.35    678.05    155.26
197003    199.45    298.36    497.76    713.84    169.59
197004    201.05    298.78    497.03    677.02    166.85
197005    181.41    273.08    435.47    608.34    143.84
197006    167.61    259.05    401.40    558.95    131.88
197007    152.51    243.02    356.20    525.38    119.53
197008    166.43    262.11    376.37    536.43    129.35
197009    173.98    273.93    400.96    544.27    135.85
197010    182.49    282.30    423.98    587.36    145.79
197011    180.92    279.26    409.93    591.34    137.25
197012    191.54    293.91    429.40    606.97    142.39
197101    204.41    311.50    451.51    640.77    154.03
197102    216.00    323.07    483.08    672.24    166.24
197103    222.46    326.87    481.32    679.39    170.70
197104    233.25    338.65    511.37    703.77    180.41
197105    245.75    349.72    527.21    733.12    189.13
197106    237.49    337.38    498.27    715.75    177.16
197107    230.78    337.82    477.18    717.02    168.73
197108    222.06    325.24    444.09    700.70    162.36
197109    236.00    331.93    460.99    721.35    173.26
197110    235.97    328.57    456.16    725.67    172.12
197111    225.73    314.77    440.23    707.07    164.70
197112    224.96    311.45    444.95    709.33    163.58
197201    244.90    341.78    490.74    764.77    176.61
197202    249.58    347.36    519.95    784.02    182.70
197203    258.37    356.43    526.53    838.02    187.06
197204    263.88    355.81    531.78    841.43    192.15
197205    264.36    357.77    532.81    850.37    195.79
197206    264.41    363.93    548.07    877.96    195.33
197207    247.62    353.53    530.27    790.93    185.44
197208    243.39    353.24    535.04    815.22    180.63
197209    245.47    371.33    550.92    822.05    186.77
197210    242.55    368.61    552.83    818.11    183.50
197211    241.06    377.76    548.91    830.16    185.90
197212    256.80    396.25    567.63    823.58    195.03
197301    261.60    398.43    579.99    854.02    193.55
197302    248.49    393.59    585.33    843.57    179.34
197303    234.16    378.04    561.68    835.64    168.71
197304    227.12    378.87    559.77    841.83    168.18
197305    213.49    369.01    540.38    795.02    155.61
197306    206.81    360.86    528.74    801.88    147.58
197307    123.12    249.19    257.66    433.30     74.16
197308    134.44    257.79    267.42    462.90     81.61
197309    129.27    251.03    257.33    436.12     79.97
197310    138.94    267.43    260.99    439.49     86.00
197311    135.43    272.34    266.81    447.37     86.26
197312    113.72    240.37    239.41    421.10     75.47
197401    111.62    250.07    236.88    407.96     77.53
197402    117.29    245.67    242.06    397.35     78.49
197403    116.83    243.28    246.61    391.34     79.50
197404    115.04    238.62    239.37    398.93     76.59
197405    112.00    227.50    230.74    399.02     71.96
197406    111.75    217.28    222.91    397.26     66.10
197407    110.77    213.58    218.11    376.02     63.89
197408     98.44    204.70    203.29    325.07     59.82
197409     88.83    183.86    196.68    297.45     53.47
197410     78.18    166.22    174.69    251.11     48.34
197411     86.48    194.68    198.46    325.16     58.23
197412     82.04    185.32    189.46    319.88     56.72
197501     80.31    181.34    185.26    316.15     54.25
197502     97.66    203.53    211.14    316.02     63.95
197503    101.83    212.80    230.90    365.32     65.71
197504    110.04    216.83    230.96    369.67     68.43
197505    113.39    231.74    238.32    371.86     70.62
197506    118.32    245.35    250.87    404.30     74.68
197507    129.45    260.77    262.67    383.32     79.69
197508    123.09    247.42    244.18    337.00     74.80
197509    119.86    243.82    234.72    326.35     70.79
197510    116.41    234.86    231.86    309.38     66.31
197511    128.28    242.69    250.47    342.09     68.88
197512    133.33    245.58    261.37    363.69     71.33
197601    131.21    245.00    259.28    340.28     71.04
197602    146.70    276.58    297.98    366.47     80.15
197603    150.37    273.92    302.43    341.05     82.58
197604    154.45    281.11    311.21    365.73     84.14
197605    152.17    282.17    307.06    349.86     82.97
197606    146.38    283.23    302.89    338.53     81.31
197607    144.51    286.67    313.71    335.43     82.65
197608    144.62    285.44    310.59    334.03     82.70
197609    144.60    282.37    313.10    339.49     81.73
197610    147.58    291.61    320.05    351.72     82.34
197611    145.74    283.75    314.01    340.60     81.90
197612    147.23    284.78    320.31    313.83     82.23
197701    156.13    302.48    334.54    335.58     89.08
197702    148.52    293.36    328.19    307.82     85.38
197703    145.13    286.60    325.14    308.01     83.70
197704    141.46    284.79    323.97    304.33     83.41
197705    141.99    290.52    318.67    292.49     85.15
197706    139.71    286.22    314.70    287.11     83.98
197707    145.95    297.56    310.83    285.51     85.57
197708    146.33    291.70    311.51    281.04     85.41
197709    147.51    281.07    307.99    289.90     84.45
197710    148.56    282.27    309.80    288.79     83.75
197711    143.09    271.18    298.76    285.34     79.91
197712    148.01    281.56    309.87    305.14     84.77
197801    147.63    285.07    320.04    310.08     85.40
197802    138.79    267.91    306.27    303.83     81.02
197803    138.26    262.29    301.63    292.80     80.68
197804    144.39    270.02    305.28    306.60     84.81
197805    157.93    291.92    333.91    337.16     92.87
197806    160.74    300.46    334.89    360.09     95.24
197807    157.18    291.64    323.56    356.22     91.86
197808    164.37    308.01    343.60    387.24     98.00
197809    171.26    317.27    359.23    393.01    104.29
197810    170.00    318.56    351.59    382.06    103.09
197811    149.47    285.24    322.93    332.56     88.16
197812    151.16    295.22    336.31    349.81     90.37
197901    151.86    300.09    349.57    361.28     91.41
197902    159.06    315.82    364.46    368.47     96.61
197903    151.93    306.09    354.01    352.47     93.30
197904    160.25    327.48    373.54    371.50    100.80
197905    161.82    329.71    371.84    375.38    102.27
197906    158.92    322.60    365.24    368.85    101.96
197907    161.56    331.27    341.14    356.39    105.76
197908    165.00    338.22    338.35    359.25    109.26
197909    176.18    358.28    350.26    393.40    115.22
197910    173.99    363.60    343.52    391.11    114.16
197911    159.56    341.32    323.11    373.49    102.58
197912    162.97    363.23    341.63    407.22    109.67
198001    168.80    372.94    344.57    415.13    114.00
198002    176.50    405.92    359.61    412.46    119.51
198003    166.35    418.93    346.20    390.70    115.70
198004    151.93    361.78    314.56    386.31    101.10
198005    156.86    384.02    326.05    407.97    107.18
198006    167.75    401.50    341.91    433.83    115.70
198007    168.94    401.32    319.13    383.14    116.24
198008    184.78    422.02    354.22    418.79    124.96
198009    186.95    429.31    368.89    423.17    128.34
198010    188.52    445.90    371.63    438.05    132.92
198011    186.72    462.94    374.56    434.92    133.91
198012    192.05    534.27    387.46    471.39    144.42
198101    192.70    500.22    387.35    495.53    144.35
198102    194.12    471.35    371.54    490.86    139.50
198103    200.67    476.83    373.48    493.34    141.53
198104    218.18    484.96    387.99    529.33    151.77
198105    222.31    465.71    395.62    548.82    152.71
198106    229.10    456.04    413.68    565.08    156.17
198107    214.77    420.60    328.86    445.85    144.27
198108    210.02    432.31    320.13    427.90    139.14
198109    197.40    404.49    301.26    394.71    129.47
198110    192.22    361.92    297.24    391.94    122.22
198111    200.42    384.24    314.92    422.47    131.10
198112    205.39    403.54    318.60    440.90    137.61
198201    202.29    387.76    318.02    437.05    131.89
198202    202.13    369.32    325.06    442.81    127.86
198203    198.24    335.97    305.67    427.85    122.58
198204    205.19    329.62    302.38    418.88    118.72
198205    218.68    341.48    309.97    449.54    123.55
198206    212.17    334.28    294.78    437.65    114.66
198207    212.17    305.03    258.39    382.52    111.06
198208    211.93    291.03    262.74    387.15    107.95
198209    235.74    324.59    292.80    436.89    120.63
198210    243.16    326.90    297.58    445.16    126.12
198211    278.94    354.50    340.21    483.89    146.53
198212    299.52    354.57    370.22    511.72    157.52
198301    302.53    367.67    376.56    517.01    155.03
198302    307.86    383.03    413.11    529.15    159.60
198303    324.14    387.46    420.97    551.28    166.81
198304    341.47    400.27    424.22    582.94    174.95
198305    370.82    428.02    458.59    612.11    190.38
198306    368.52    435.61    467.93    595.80    195.64
198307    364.12    435.54    430.62    540.33    196.95
198308    353.32    431.07    409.30    514.55    190.53
198309    346.06    441.74    409.00    506.70    189.29
198310    358.47    444.41    417.67    512.88    192.47
198311    357.31    439.31    391.50    501.18    185.09
198312    370.83    448.49    401.99    485.62    190.94
198401    367.49    448.32    400.38    471.17    189.19
198402    356.47    449.73    387.35    472.52    186.53
198403    336.12    437.98    366.28    460.72    177.76
198404    340.64    445.46    364.28    456.86    182.43
198405    345.25    451.22    365.69    473.37    179.45
198406    331.00    419.24    348.60    439.88    168.22
198407    299.23    396.66    253.76    318.91    171.68
198408    300.17    383.63    251.36    307.27    167.41
198409    330.44    430.27    283.05    339.78    186.90
198410    332.64    429.71    275.84    328.06    191.69
198411    335.70    428.36    273.47    334.22    193.89
198412    328.86    426.54    266.03    335.29    193.58
198501    337.15    434.11    275.36    347.91    201.46
198502    369.08    463.48    306.59    376.94    221.95
198503    376.66    472.83    306.72    392.77    226.73
198504    379.36    475.12    298.84    405.99    226.88
198505    376.53    478.88    292.94    398.25    231.86
198506    408.07    486.07    307.39    441.09    247.41
198507    377.45    458.77    284.68    382.69    252.53
198508    372.55    462.29    291.75    381.61    253.74
198509    360.65    462.04    285.86    379.19    253.54
198510    353.31    448.03    274.71    355.89    241.18
198511    365.60    471.44    285.81    353.01    258.18
198512    400.82    489.39    310.17    390.88    277.95
198601    424.65    505.15    331.93    409.56    292.40
198602    434.95    504.97    328.66    416.81    303.35
198603    478.57    541.94    349.96    444.94    329.33
198604    522.70    566.28    354.39    504.42    345.86
198605    520.73    560.97    367.71    514.71    339.70
198606    562.33    591.03    372.28    555.30    357.26
198607    483.53    546.35    342.48    480.56    361.21
198608    446.04    529.73    320.34    456.98    339.07
198609    464.01    578.96    340.26    476.68    363.48
198610    421.91    544.80    315.64    421.18    331.79
198611    455.75    575.40    324.73    462.05    347.43
198612    467.12    594.24    340.47    467.63    347.93
198701    451.50    583.49    329.15    469.20    340.10
198702    517.39    659.42    372.06    527.59    378.11
198703    552.66    667.52    397.90    592.64    396.84
198704    569.26    696.00    406.82    592.85    394.32
198705    562.55    684.19    418.65    578.06    378.79
198706    568.79    683.30    424.27    585.23    379.34
198707    546.74    671.14    404.77    496.49    318.26
198708    582.20    702.45    416.97    526.00    328.71
198709    604.91    723.75    447.62    537.63    342.55
198710    582.83    719.07    444.78    520.84    338.63
198711    441.20    570.22    350.52    419.92    259.05
198712    405.73    535.25    319.02    382.99    242.00
198801    439.58    573.01    348.14    407.81    255.27
198802    460.58    603.21    358.68    435.70    273.29
198803    497.13    627.63    378.06    447.65    283.05
198804    492.06    623.77    363.07    436.99    279.85
198805    507.76    638.10    373.14    430.32    279.81
198806    504.16    642.43    374.90    428.93    282.92
198807    434.34    678.73    427.50    409.84    248.05
198808    433.63    678.34    418.03    418.72    248.34
198809    425.77    658.68    395.04    417.06    247.58
198810    455.60    670.00    414.79    434.67    258.16
198811    478.38    686.27    422.00    444.19    258.58
198812    461.13    678.48    418.78    436.25    251.40
198901    468.74    694.33    434.76    445.76    253.17
198902    500.92    737.58    472.79    477.85    271.58
198903    493.94    722.25    464.95    465.51    271.20
198904    512.33    734.55    463.36    491.22    281.63
198905    518.11    771.10    500.35    520.61    295.51
198906    544.75    800.44    525.41    544.89    309.62
198907    510.55    757.54    480.57    468.83    293.97
198908    563.91    807.91    512.80    535.86    320.27
198909    574.47    832.19    523.08    539.16    333.92
198910    566.16    827.17    529.21    523.93    339.70
198911    549.74    810.76    517.47    527.77    323.36
198912    556.82    837.29    520.34    552.37    325.09
199001    553.81    872.71    536.80    562.80    319.81
199002    516.45    825.84    494.15    523.76    291.86
199003    523.89    842.70    504.75    512.78    300.55
199004    552.49    857.83    530.45    534.43    300.65
199005    546.83    830.52    518.77    537.79    292.69
199006    605.45    884.79    582.65    612.05    321.83
199007    575.15    842.30    540.95    604.02    304.72
199008    564.74    864.17    509.97    618.60    295.71
199009    509.14    793.57    453.70    576.90    261.42
199010    479.63    761.49    445.42    556.56    235.76
199011    480.55    759.00    448.47    569.87    220.92
199012    516.12    794.51    479.29    623.90    245.02
199101    535.88    810.29    493.05    644.07    257.80
199102    575.35    830.27    529.39    680.65    277.87
199103    631.33    882.85    552.39    751.78    306.03
199104    674.19    903.49    564.82    797.53    317.23
199105    680.05    913.71    560.44    790.93    323.90
199106    727.90    941.09    568.29    830.29    341.14
199107    677.09    859.71    533.93    722.32    310.87
199108    714.85    893.68    554.80    789.85    327.22
199109    744.89    908.82    559.65    812.66    338.91
199110    724.28    903.13    560.26    813.74    337.55
199111    721.00    918.05    574.59    866.35    346.76
199112    712.25    876.91    551.93    847.49    330.63
199201    810.19    945.21    606.75    988.99    371.19
199202    811.17    938.27    621.70    944.86    380.05
199203    838.11    943.12    633.28    919.24    394.40
199204    833.40    933.28    614.13    872.43    385.78
199205    839.63    978.68    635.64    859.63    390.75
199206    851.86    993.56    634.67    874.75    398.98
199207    760.56    942.28    597.68    690.81    401.75
199208    797.81    989.60    628.55    732.83    416.75
199209    792.53    974.49    611.63    710.17    404.43
199210    813.93    987.07    630.35    683.68    421.01
199211    829.30    983.46    637.19    706.19    434.75
199212    875.47    995.50    671.98    739.71    464.33
199301    882.16   1015.04    694.58    729.70    484.60
199302    891.36   1027.38    716.75    682.62    503.45
199303    879.30   1063.36    736.83    622.09    508.20
199304    895.93   1088.70    758.10    629.69    528.53
199305    830.06   1093.38    733.90    642.14    512.78
199306    864.88   1113.70    782.65    664.53    522.92
199307    779.40   1070.43    745.09    568.11    527.99
199308    777.25   1080.73    739.19    537.11    540.76
199309    805.32   1117.91    784.53    554.45    558.21
199310    798.31   1107.91    788.70    560.61    569.56
199311    840.83   1120.39    804.50    595.41    556.80
199312    845.84   1095.49    784.93    601.51    544.64
199401    852.77   1121.07    794.91    615.73    560.06
199402    865.48   1161.74    826.16    618.09    587.43
199403    861.24   1134.52    813.10    583.56    565.28
199404    820.02   1088.77    786.14    545.85    543.30
199405    825.87   1108.64    788.35    562.75    553.23
199406    812.26   1108.74    804.89    593.72    572.69
199407    698.60    976.26    697.94    540.29    501.20
199408    711.27   1023.38    725.77    546.43    516.92
199409    746.76   1049.63    762.46    605.87    533.08
199410    733.28   1028.66    757.92    622.07    511.56
199411    744.71   1047.59    791.78    630.07    513.91
199412    721.84   1004.42    771.08    636.16    489.29
199501    723.92   1026.29    788.03    642.66    498.27
199502    725.79   1040.93    800.80    684.10    524.07
199503    750.95   1084.11    843.41    701.19    550.81
199504    777.27   1116.75    867.84    718.53    564.53
199505    784.01   1151.87    917.29    747.96    576.88
199506    819.88   1198.91    947.81    759.16    605.98
199507    807.51   1144.72    956.92    749.29    569.54
199508    832.19   1173.69   1028.00    798.03    597.21
199509    827.96   1170.46   1047.31    808.81    619.04
199510    864.81   1205.42   1077.49    874.17    648.09
199511    844.88   1193.96   1085.49    879.74    636.43
199512    891.72   1245.90   1098.87    926.26    673.27
199601    902.67   1287.96   1089.64    983.62    680.97
199602    922.45   1324.81   1100.18   1042.69    706.88
199603    953.21   1327.64   1134.50   1036.29    726.07
199604    976.69   1370.69   1098.19   1043.77    729.95
199605   1003.59   1396.69   1184.84   1042.62    733.70
199606   1061.00   1419.01   1217.24   1086.56    748.24
199607    994.26   1378.05   1032.87    969.82    735.11
199608    944.14   1323.19    954.85    913.57    705.90
199609    973.73   1358.12    980.43    956.30    733.00
199610   1013.03   1428.23   1055.92   1027.43    774.12
199611   1013.64   1474.32   1049.67   1021.48    807.33
199612   1058.75   1545.77   1160.62   1096.53    871.42
199701   1046.02   1552.10   1142.43   1071.43    854.13
199702   1084.84   1610.45   1232.82   1177.97    908.33
199703   1124.10   1599.92   1182.00   1194.18    939.20
199704   1085.21   1575.58   1102.48   1107.94    888.90
199705   1126.99   1627.24   1178.98   1178.46    936.45
199706   1204.11   1740.01   1289.64   1265.24    986.13
199707   1144.71   1741.43   1221.54   1261.44    964.29
199708   1219.60   1857.42   1359.12   1293.84   1055.02
199709   1184.65   1793.20   1337.42   1227.12   1007.28
199710   1256.72   1882.64   1408.61   1316.08   1092.17
199711   1228.52   1813.17   1343.56   1307.59   1064.18
199712   1300.76   1874.24   1413.04   1352.08   1100.65
199801   1340.82   1898.04   1398.99   1407.92   1157.48
199802   1341.19   1871.29   1484.73   1495.21   1139.14
199803   1466.53   1994.88   1613.78   1597.67   1248.15
199804   1566.99   2105.22   1690.14   1660.74   1321.42
199805   1554.49   2138.30   1749.53   1705.90   1357.17
199806   1605.25   2094.13   1652.04   1678.03   1327.16
199807   1553.16   2061.22   1713.39   1662.28   1343.24
199808   1514.33   1943.83   1752.01   1670.58   1330.55
199809   1312.41   1739.91   1474.64   1475.39   1052.88
199810   1348.58   1838.66   1702.18   1687.37   1042.19
199811   1478.75   1962.66   1825.72   1773.88   1126.31
199812   1609.55   2018.83   2016.40   1907.82   1201.22
199901   1708.32   2020.11   2336.43   2014.36   1245.52
199902   1728.08   2001.24   2671.79   2035.01   1269.89
199903   1703.11   1965.59   2434.81   2075.10   1283.32
199904   1730.42   2093.14   2587.76   2144.81   1322.94
199905   1788.76   2323.87   2719.67   2035.18   1422.66
199906   1772.04   2287.45   2684.83   2015.41   1378.47
199907   1819.23   2359.27   2915.47   2110.04   1504.46
199908   1754.74   2389.07   2895.86   2034.05   1420.26
199909   1683.92   2413.92   2973.45   2145.02   1356.03
199910   1633.60   2349.21   2975.59   2003.21   1298.99
199911   1717.41   2439.75   3142.16   2275.26   1461.03
199912   1768.06   2348.36   3513.14   2336.33   1430.92
200001   1831.26   2499.62   4114.53   2223.11   1456.03
200002   1693.91   2403.11   3957.63   2415.42   1398.43
200003   1610.97   2297.41   4511.48   2362.19   1318.21
200004   1799.54   2484.72   4771.27   2312.89   1521.57
200005   1773.00   2522.29   4308.78   2454.68   1481.73
200006   1777.41   2562.54   3855.40   2377.92   1544.81
200007   1626.82   2115.19   3963.82   2612.82   1770.50
200008   1643.03   2112.97   3760.72   2474.33   1875.22
200009   1631.40   2308.78   4175.32   2591.63   2059.55
200010   1680.82   2305.37   3665.75   2718.26   2091.82
200011   1741.98   2337.27   3460.10   2847.95   2076.08
200012   1749.69   2296.25   2741.93   2909.93   1945.59
200101   1861.61   2476.08   2570.75   3031.98   2041.98
200102   1951.89   2400.64   2994.02   2790.23   2046.89
200103   1909.43   2373.50   2346.92   2791.71   1967.15
200104   1855.44   2305.21   2107.97   2585.44   1900.20
200105   1969.00   2534.18   2437.46   2721.30   2035.25
200106   2023.49   2580.46   2407.77   2795.78   2129.31
200107   1976.26   2280.73   2515.24   2876.47   2181.66
200108   2051.93   2271.49   2434.39   2954.71   2136.71
200109   1983.92   2220.54   2163.65   2871.82   2033.43
200110   1841.27   1974.86   1871.44   2867.67   1880.22
200111   1893.87   2058.07   2048.21   2919.09   1888.26
200112   2038.98   2117.40   2339.37   3073.48   2054.35
200201   2125.33   2199.32   2367.73   2993.89   2147.69
200202   2189.32   2189.39   2337.29   2926.05   2106.40
200203   2246.04   2270.22   2109.65   2913.65   2110.35
200204   2327.80   2446.59   2241.09   2959.24   2242.21
200205   2343.62   2401.74   1980.85   2736.08   2173.14
200206   2349.08   2368.36   1965.94   2693.01   2167.96
