Id,price,experiences_offered,host_response_time,host_response_rate,host_is_superhost,host_listings_count,host_identity_verified,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,reviews_per_month
1131,98,none,within an hour,1,f,2,t,51.52669857,-0.059336508,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,35,2,20,2,10,16,99,10,10,10,10,9,10,f,strict_14_with_grace_period,f,f,0.65
1132,60,none,a few days or more,0,f,11,f,51.54787825,-0.144179174,Bed and breakfast,Private room,1,2.5,1,1,Real Bed,0,10,1,10,1,1125,12,83,8,9,9,10,9,9,f,flexible,f,f,0.45
1133,40,none,N/A,N/A,f,1,f,51.47389774,-0.115292801,Apartment,Private room,2,1,1,1,Real Bed,,10,1,0,1,1125,0,,,,,,,,f,flexible,f,f,
1134,25,none,within an hour,1,f,13,f,51.53741881,-0.140981986,Apartment,Shared room,1,1.5,1,1,Real Bed,,5,1,0,3,1125,24,93,10,9,10,10,10,9,t,strict_14_with_grace_period,f,f,1.23
1135,60,business,N/A,N/A,f,1,t,51.4461138,-0.111510677,House,Entire home/apt,2,1,1,1,Real Bed,400,30,2,30,3,40,10,82,9,8,9,9,9,8,f,moderate,f,f,0.15
1136,90,none,within a few hours,1,t,3,t,51.55876122,-0.142204055,Apartment,Entire home/apt,4,1,2,2,Real Bed,0,35,3,20,3,20,34,96,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.88
1137,95,none,N/A,N/A,f,1,t,51.50604818,-0.23432747,Apartment,Private room,2,1,1,1,Real Bed,,25,1,0,1,1125,2,100,10,10,10,10,10,10,f,flexible,f,f,0.05
1138,90,none,N/A,N/A,f,1,f,51.49460601,-0.09967577,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,20,1,10,1,1125,1,,,,,,,,f,flexible,f,f,0.04
1139,95,none,within a day,1,f,1,f,51.51885317,-0.195418758,Apartment,Entire home/apt,3,1,2,2,Real Bed,0,35,1,0,2,1125,3,87,10,9,9,10,9,9,f,strict_14_with_grace_period,f,f,1.25
1140,99,none,within an hour,1,f,1,f,51.54326121,-0.064087819,Apartment,Entire home/apt,2,1,1,0,Real Bed,0,45,1,0,1,28,28,98,10,10,10,10,10,9,t,flexible,f,f,2.24
1141,129,none,within a few hours,1,t,1,f,51.49966916,-0.080854712,Apartment,Entire home/apt,4,2,2,2,Real Bed,150,40,2,5,1,1125,59,98,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,3.23
1142,57,none,within a few hours,1,f,2,t,51.53120631,-0.06959339,Apartment,Private room,2,1,1,1,Real Bed,0,50,1,20,2,7,15,91,9,9,9,9,10,9,f,strict_14_with_grace_period,f,f,0.21
1143,85,none,within an hour,1,f,34,f,51.51212184,-0.118301156,Apartment,Private room,1,1,1,1,Real Bed,,,1,0,1,1125,7,91,9,10,10,10,10,9,t,flexible,f,f,0.35
1144,29,none,N/A,N/A,f,1,t,51.54087294,-0.061603097,House,Private room,2,1,1,1,Real Bed,,30,1,5,1,1125,0,,,,,,,,f,flexible,f,f,
1145,169,none,within an hour,1,f,179,f,51.48470204,-0.203400804,Serviced apartment,Entire home/apt,4,2,2,2,Real Bed,350,95,1,0,3,1125,2,100,10,10,10,10,9,9,f,strict_14_with_grace_period,f,f,0.17
1146,95,none,within a few hours,1,f,1,t,51.48744341,-0.183743571,Apartment,Entire home/apt,2,2,1,1,Real Bed,500,40,1,0,2,39,9,100,10,10,10,10,10,10,t,moderate,f,f,0.46
1147,99,none,N/A,N/A,f,1,f,51.55585133,-0.17781456,Apartment,Entire home/apt,3,1,1,2,Real Bed,,25,1,0,4,1125,9,94,9,8,10,10,10,9,t,strict_14_with_grace_period,f,f,0.2
1148,145,none,within an hour,1,f,8,f,51.51569934,-0.029441969,Guesthouse,Private room,5,2,1,4,Real Bed,150,,3,25,1,1125,0,,,,,,,,t,strict_14_with_grace_period,f,f,
1149,50,none,N/A,N/A,f,1,f,51.55784685,-0.138135544,Bed and breakfast,Private room,2,1,1,1,Futon,,,1,0,1,1125,0,,,,,,,,f,flexible,f,f,
1150,70,none,within a few hours,1,f,1,t,51.54079903,-0.11127766,Apartment,Entire home/apt,2,1,1,1,Real Bed,,22,1,0,3,21,13,92,9,10,10,10,10,9,f,flexible,f,f,0.32
1151,45,none,within an hour,1,t,6,t,51.53213975,-0.222116778,Townhouse,Private room,1,3.5,1,1,Real Bed,0,25,1,0,3,1125,4,100,10,10,10,10,10,10,f,flexible,f,f,1.03
1152,35,none,within an hour,1,f,1,f,51.52417211,0.005328116,House,Private room,1,1,1,1,Real Bed,,,1,5,2,7,1,100,10,10,10,10,10,10,f,flexible,f,f,0.18
1153,255,none,within an hour,0.98,t,21,f,51.55042626,-0.123748382,House,Entire home/apt,8,2,5,5,Real Bed,250,70,1,0,3,28,0,,,,,,,,t,strict_14_with_grace_period,f,f,
1154,81,none,within an hour,1,f,1,f,51.53550657,-0.181385003,Apartment,Entire home/apt,4,2,2,2,Real Bed,,,1,0,2,7,5,100,10,10,10,10,10,9,t,flexible,f,f,5
1155,53,none,N/A,N/A,f,1,f,51.48257617,-0.094702641,Apartment,Private room,1,1,1,1,Real Bed,,,1,0,3,1125,0,,,,,,,,t,flexible,f,f,
1156,107,none,within a few hours,1,f,1,t,51.50070916,-0.098176285,Apartment,Entire home/apt,2,1,1,1,Real Bed,,25,1,0,4,4,2,100,10,10,10,10,10,9,f,moderate,f,f,0.14
1157,65,none,within a few hours,1,f,1,f,51.49655727,-0.164236068,Apartment,Private room,1,1.5,0,0,Real Bed,0,0,1,30,3,10,6,88,8,8,9,10,10,9,t,strict_14_with_grace_period,f,f,0.58
1158,250,none,within an hour,1,f,1,f,51.51231125,-0.137191151,Apartment,Entire home/apt,4,2,2,2,Real Bed,450,100,4,50,2,1125,6,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,1.82
1159,110,none,N/A,N/A,f,1,f,51.47643861,-0.157657614,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,30,1,0,1,1125,5,95,10,10,10,10,10,10,f,flexible,f,f,0.16
1160,50,none,within a day,1,f,2,f,51.48398837,0.026599315,House,Private room,2,1,1,3,Real Bed,,,1,0,5,1125,0,,,,,,,,f,flexible,f,f,
1161,70,none,within a few hours,1,f,1,f,51.53908195,-0.076202919,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,30,1,0,2,1125,16,90,9,9,9,9,10,9,t,moderate,f,f,1.27
1162,100,business,within a few hours,1,f,4,t,51.47077442,-0.107753103,Apartment,Entire home/apt,6,1,2,2,Real Bed,300,22,4,15,25,1000,23,96,10,9,9,10,9,9,f,strict_14_with_grace_period,f,f,0.4
1163,65,none,within an hour,0.93,f,8,t,51.54841578,-0.181260099,Apartment,Entire home/apt,2,1,0,1,Real Bed,,20,2,25,3,1125,62,92,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,1.5
1164,64,none,within an hour,0.93,f,8,t,51.54898644,-0.181325392,Apartment,Entire home/apt,2,1,,1,Real Bed,,20,1,0,2,1125,10,98,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.3
1165,35,none,a few days or more,0,f,3,f,51.51964342,-0.070117182,Apartment,Private room,1,1,1,1,Real Bed,,,1,0,4,300,4,90,10,9,10,10,9,10,f,moderate,f,f,0.54
1166,101,none,within a day,1,t,3,t,51.49582657,-0.082376848,Apartment,Entire home/apt,4,1,1,2,Real Bed,,35,1,0,2,1125,58,94,10,10,10,10,9,9,f,moderate,f,f,1.5
1167,300,none,within a day,0.7,f,2,f,51.52770018,-0.086432219,Apartment,Private room,2,1.5,1,1,Real Bed,80,10,1,5,2,90,1,100,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,0.58
1168,59,none,within a few hours,1,f,2,f,51.5192831,-0.175653668,Apartment,Private room,2,1,1,1,Real Bed,0,12,1,0,1,1125,8,100,10,10,10,10,10,10,f,flexible,f,f,1.48
1169,110,none,within an hour,1,t,14,f,51.51515757,-0.188875823,Apartment,Entire home/apt,4,1,2,2,Real Bed,150,60,1,0,5,1125,0,,,,,,,,t,strict_14_with_grace_period,f,f,
1170,115,none,N/A,N/A,f,1,f,51.50034344,-0.183392648,Apartment,Private room,2,1,1,1,Real Bed,0,35,1,20,2,1125,12,91,10,9,10,10,10,9,t,strict_14_with_grace_period,f,f,0.73
1171,185,none,within a day,1,f,2,f,51.44561566,-0.033539996,House,Entire home/apt,8,2,5,8,Real Bed,250,60,1,0,5,1125,3,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.1
1172,49,none,within a few hours,1,f,4,t,51.51311351,-0.026933426,Apartment,Private room,2,1,1,1,Real Bed,0,24,1,9,2,1125,15,99,9,10,9,10,9,9,f,flexible,f,f,0.74
1173,40,none,N/A,N/A,f,2,f,51.4876757,-0.21268075,Apartment,Private room,2,1,1,1,Real Bed,,,1,0,2,9,2,50,4,4,10,9,8,6,f,moderate,f,f,0.1
1174,70,none,within an hour,1,t,2,f,51.5045701,-0.067678707,Boat,Private room,2,1.5,1,1,Real Bed,0,9,1,15,1,1125,97,98,10,10,10,10,10,10,f,moderate,f,f,3.56
1175,125,none,N/A,N/A,f,1,t,51.53128534,-0.10405619,Apartment,Entire home/apt,2,2,1,1,Real Bed,750,75,1,0,7,90,2,80,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.1
1176,60,none,within a few hours,1,f,2,f,51.49332768,-0.110950895,Apartment,Entire home/apt,2,1,0,1,Real Bed,1000,25,1,0,1,10,5,76,9,7,10,10,10,8,f,strict_14_with_grace_period,f,f,0.64
1177,139,none,within a few hours,1,t,1,f,51.46567153,-0.14476044,House,Entire home/apt,8,2.5,4,4,Real Bed,0,135,1,0,2,1125,20,93,9,9,10,10,9,10,f,strict_14_with_grace_period,f,f,0.91
1178,120,none,within an hour,1,f,6,f,51.53811775,-0.078947771,Serviced apartment,Entire home/apt,6,2,2,3,Real Bed,250,80,4,20,2,78,0,,,,,,,,t,strict_14_with_grace_period,f,f,
1179,39,none,within a day,1,f,2,t,51.52859592,-0.051498014,Apartment,Private room,2,1,1,1,Real Bed,0,19,1,9,1,20,23,95,10,10,10,10,10,9,f,moderate,f,f,0.7
1180,55,none,within an hour,1,t,1,f,51.52570114,-0.184998529,Apartment,Private room,1,1.5,1,1,Real Bed,0,6,1,0,1,1125,178,99,10,10,10,10,10,10,t,moderate,f,f,3.6
1181,40,none,within a day,1,f,7,t,51.51658173,-0.209187849,Apartment,Private room,1,1,1,1,Real Bed,,30,1,0,1,1125,2,90,9,9,9,9,9,9,f,moderate,f,f,0.05
1182,150,none,within an hour,1,f,6,f,51.51810981,-0.137171713,Apartment,Entire home/apt,6,1,1,3,Real Bed,300,95,2,15,2,1125,74,89,9,9,9,9,10,9,t,strict_14_with_grace_period,f,f,5.03
1183,70,none,N/A,N/A,f,1,t,51.48081338,-0.080073913,House,Private room,2,1,1,1,Real Bed,,,2,15,3,90,0,,,,,,,,f,strict_14_with_grace_period,f,f,
1184,90,none,N/A,N/A,f,1,f,51.53047459,-0.115842181,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,10,3,20,2,1125,0,,,,,,,,t,flexible,f,f,
1185,110,none,within an hour,1,f,4,f,51.48825808,-0.168331888,Apartment,Entire home/apt,2,1,0,1,Real Bed,150,50,1,0,4,1125,0,,,,,,,,f,strict_14_with_grace_period,f,f,
1186,114,none,within a day,1,f,2,t,51.53640597,-0.065254859,Apartment,Entire home/apt,6,2,3,2,Real Bed,100,36,4,20,2,1125,4,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.17
1187,50,none,within a few hours,0.97,f,5,f,51.50692067,-0.239140519,Apartment,Entire home/apt,3,1,0,0,Real Bed,120,39,2,15,1,1125,3,80,9,8,10,9,9,9,t,strict_14_with_grace_period,f,f,2.31
1188,175,none,N/A,N/A,f,1,t,51.53374245,-0.180261656,Apartment,Entire home/apt,4,2,2,2,Real Bed,500,,1,0,2,60,0,,,,,,,,f,flexible,f,f,
1189,120,none,within a few hours,1,f,10,f,51.49633251,-0.099096415,Apartment,Entire home/apt,4,1,0,2,Real Bed,81,45,2,6,1,1125,8,85,9,8,10,9,10,9,f,strict_14_with_grace_period,f,f,1.47
1190,100,none,N/A,N/A,f,1,t,51.45368209,-0.211203616,Apartment,Private room,2,1,1,2,Real Bed,,20,1,25,5,21,7,100,10,10,10,10,10,10,f,flexible,f,f,0.27
1191,110,none,within an hour,1,f,4,f,51.49122649,-0.157488959,Apartment,Entire home/apt,4,1,1,2,Real Bed,150,50,1,0,4,1125,0,,,,,,,,f,strict_14_with_grace_period,f,f,
1192,55,none,a few days or more,0,f,2,f,51.53105112,-0.011509575,Apartment,Entire home/apt,2,2,1,1,Real Bed,,,1,0,183,365,0,,,,,,,,t,strict_14_with_grace_period,f,f,
1193,50,none,within a day,1,f,2,t,51.53995769,-0.138442564,Apartment,Private room,2,1,1,1,Real Bed,,,1,0,4,15,1,80,10,8,4,8,10,8,f,flexible,f,f,0.02
1194,345,none,within an hour,1,f,179,f,51.4885068,-0.151049595,Serviced apartment,Entire home/apt,6,2,3,3,Real Bed,350,125,1,0,3,1125,8,100,10,9,10,10,10,10,f,strict_14_with_grace_period,f,f,0.54
1195,260,none,within a day,1,f,10,f,51.49349912,-0.191949692,Apartment,Entire home/apt,4,1,1,1,Real Bed,300,100,1,0,3,1125,0,,,,,,,,t,strict_14_with_grace_period,f,f,
1196,400,none,within an hour,1,t,25,f,51.51864042,-0.166846143,Serviced apartment,Entire home/apt,5,2,2,4,Real Bed,350,0,1,0,2,1125,3,100,9,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.15
1197,240,none,within an hour,1,t,150,f,51.47763019,-0.170346475,House,Entire home/apt,6,2,3,3,Real Bed,330,135,1,0,5,1124,5,100,10,10,10,10,10,10,f,moderate,f,f,0.19
1198,48,none,within an hour,1,t,1,f,51.4957503,-0.112419616,Apartment,Private room,2,1,1,1,Real Bed,0,5,1,20,5,1125,98,96,10,10,10,10,10,9,f,moderate,f,f,4.95
1199,35,none,within an hour,0.9,f,15,f,51.4845815,-0.093582533,Apartment,Private room,2,1,1,1,Real Bed,,10,1,0,1,366,10,68,8,7,8,8,7,7,t,flexible,f,f,2.04
1200,160,none,within a few hours,1,t,2,f,51.48906495,-0.14156025,Apartment,Entire home/apt,6,1.5,3,3,Real Bed,300,80,1,0,3,1125,5,100,10,10,10,10,10,10,f,flexible,f,f,1.7
1201,100,none,within an hour,0.96,f,9,f,51.51384108,-0.067134956,Apartment,Private room,2,1,1,1,Real Bed,100,25,1,25,1,1125,0,,,,,,,,t,strict_14_with_grace_period,f,f,
1202,75,none,within a day,1,f,2,t,51.52878149,-0.177390308,Apartment,Entire home/apt,2,1,0,1,Real Bed,300,20,1,0,1,1125,21,91,10,9,9,9,10,9,f,strict_14_with_grace_period,f,f,0.62
1203,45,none,N/A,N/A,f,1,t,51.48861972,-0.1073017,Apartment,Private room,2,1,1,1,Real Bed,,,1,0,1,1125,0,,,,,,,,t,flexible,f,f,
1204,168,none,within an hour,0.99,f,68,t,51.46589153,-0.2627295,House,Entire home/apt,6,2.5,4,4,Real Bed,500,138,6,20,1,1125,0,,,,,,,,t,strict_14_with_grace_period,f,f,
1205,180,none,N/A,N/A,f,1,t,51.48218031,-0.01531715,Apartment,Entire home/apt,4,2,2,2,Real Bed,,40,1,0,5,1125,24,98,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.81
1206,114,none,within a few hours,1,f,1,f,51.50040858,-0.243985458,House,Entire home/apt,6,1.5,4,4,Real Bed,0,30,1,0,5,21,0,,,,,,,,t,flexible,f,f,
1207,59,none,within a few hours,1,f,1,f,51.51896914,-0.204153767,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,22,2,10,1,1125,36,95,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,1.17
1208,95,none,N/A,N/A,f,1,f,51.47985247,-0.093494997,Apartment,Entire home/apt,5,1,2,3,Real Bed,,45,1,0,3,1125,0,,,,,,,,f,strict_14_with_grace_period,f,f,
1209,45,none,N/A,N/A,f,2,t,51.53874787,-0.057058401,Apartment,Private room,2,1,1,1,Real Bed,,,1,0,2,1125,0,,,,,,,,f,flexible,f,f,
1210,130,none,within an hour,1,f,6,t,51.51997642,-0.070440335,Apartment,Entire home/apt,2,1,1,1,Real Bed,200,30,1,0,2,1125,36,93,9,10,10,10,9,9,f,strict_14_with_grace_period,f,f,0.99
1211,35,none,within an hour,1,f,1,f,51.45396336,-0.072924356,Apartment,Private room,2,1,1,1,Real Bed,,,1,0,1,1125,1,100,10,10,10,10,10,10,t,flexible,f,f,0.52
1212,48,none,within an hour,1,f,1,f,51.49708705,-0.012834688,Apartment,Private room,2,1,1,1,Real Bed,0,0,1,5,1,1125,25,96,10,9,10,10,10,10,f,strict_14_with_grace_period,f,f,3.47
1213,45,none,within an hour,1,f,3,f,51.54939794,-0.209423905,Apartment,Private room,1,1.5,1,1,Real Bed,,,1,0,3,1125,0,,,,,,,,t,flexible,f,f,
1214,160,none,within a few hours,1,t,6,f,51.49984794,-0.022611227,Apartment,Entire home/apt,4,1,2,2,Real Bed,200,70,1,0,1,100,1,80,8,10,8,8,6,6,f,strict_14_with_grace_period,f,f,1
1215,26,none,within a day,1,f,3,t,51.54140089,-0.208598198,Apartment,Private room,1,1,1,1,Real Bed,,,1,10,7,15,2,90,9,8,9,9,9,10,f,flexible,f,f,0.07
1216,371,none,N/A,N/A,f,2,f,51.5230341,-0.114552462,House,Entire home/apt,6,2,2,2,Real Bed,0,60,4,15,3,1125,0,,,,,,,,f,strict_14_with_grace_period,f,f,
1217,35,none,N/A,N/A,f,1,f,51.47274021,-0.20959466,Apartment,Private room,2,1,1,1,Real Bed,0,0,1,0,1,28,0,,,,,,,,f,flexible,f,f,
1218,120,none,within an hour,0.92,f,4,t,51.53082162,0.031912545,House,Entire home/apt,10,2,4,5,Real Bed,250,132,2,22,2,1125,71,86,9,9,10,9,8,9,f,moderate,f,f,2.31
1219,110,business,within a few hours,1,t,4,t,51.46999246,-0.211630342,Apartment,Entire home/apt,3,1.5,1,2,Real Bed,,25,2,20,2,1125,61,98,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,1.16
1220,60,none,within an hour,1,f,2,t,51.46117304,-0.13077181,Apartment,Entire home/apt,4,1,2,2,Real Bed,100,45,1,0,3,47,8,94,10,9,10,10,10,9,f,moderate,f,f,0.65
1221,164,none,within an hour,0.96,f,1277,f,51.48502363,-0.161631095,Apartment,Entire home/apt,2,1,0,2,Real Bed,495,75,2,0,30,1125,0,,,,,,,,t,strict_14_with_grace_period,f,f,
1222,120,none,within an hour,1,t,1,t,51.52840687,-0.076965526,Guest suite,Private room,2,1,1,1,Real Bed,,5,1,0,2,15,17,99,10,10,10,10,10,10,f,flexible,f,f,2.52
1223,47,none,N/A,N/A,f,1,t,51.5182341,-0.163372161,Apartment,Private room,2,1,1,2,Real Bed,,,1,0,10,15,0,,,,,,,,f,flexible,f,f,
1224,95,none,within a day,1,t,1,f,51.50676443,-0.004564857,Apartment,Entire home/apt,2,1,1,1,Real Bed,,25,1,0,3,1125,18,99,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.43
1225,100,none,within a day,1,f,2,t,51.46549928,-0.237032713,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,0,2,20,1,1125,6,100,10,10,10,10,10,10,f,moderate,f,f,0.27
1226,72,none,within a few hours,0.88,f,14,f,51.51806238,-0.154889382,Apartment,Private room,2,1,1,1,Real Bed,150,60,1,15,1,120,4,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.46
1227,80,none,within a day,0.8,f,1,f,51.52179912,-0.149239818,Apartment,Private room,2,1,1,1,Real Bed,500,25,1,0,2,1125,1,100,10,10,10,10,10,8,t,strict_14_with_grace_period,f,f,0.45
1228,150,none,within an hour,1,f,4,f,51.50370327,-0.195265846,Apartment,Entire home/apt,2,1,1,0,Real Bed,300,60,1,0,2,31,2,80,9,8,10,10,10,8,f,strict_14_with_grace_period,f,f,0.9
1229,65,none,within a few hours,1,t,1,f,51.44783233,-0.201751668,Guesthouse,Private room,2,1,1,1,Real Bed,,,1,0,2,1125,26,98,10,10,10,10,10,10,f,moderate,f,f,2.14
1230,30,none,a few days or more,0,f,1,f,51.47251993,0.021002388,Apartment,Private room,2,1,2,1,Real Bed,,,1,0,1,30,1,,,,,,,,f,flexible,f,f,0.29
1231,50,none,N/A,N/A,f,1,t,51.46493306,-0.025999509,Apartment,Entire home/apt,2,1,1,1,Real Bed,,,1,0,2,10,5,100,10,10,9,10,10,10,f,flexible,f,f,0.15
1232,69,none,within an hour,1,f,1,f,51.55197275,-0.107554503,Apartment,Entire home/apt,2,1,0,1,Real Bed,100,28,1,0,3,1125,3,93,10,10,9,10,10,10,t,moderate,f,f,0.6
1233,37,none,within an hour,1,f,3,f,51.44821505,-0.19714049,House,Private room,2,1.5,3,1,Real Bed,300,8,1,10,1,90,5,92,10,9,10,9,10,9,f,flexible,f,f,0.23
1234,249,none,within an hour,0.8,f,2,f,51.51809808,-0.077027514,Apartment,Entire home/apt,4,1,2,2,Real Bed,,,1,0,5,1125,0,,,,,,,,t,flexible,f,f,
1235,100,none,within a day,1,f,2,t,51.51777433,-0.203260192,Loft,Entire home/apt,4,1,0,1,Real Bed,,,1,0,7,40,0,,,,,,,,t,flexible,f,f,
1236,35,none,N/A,N/A,f,1,t,51.46408489,-0.121774496,House,Private room,2,2,1,1,Real Bed,,,1,0,2,21,2,100,10,8,10,10,10,10,t,flexible,f,f,0.1
1237,49,none,a few days or more,0.2,f,2,f,51.48934901,-0.151451226,Apartment,Private room,2,1,1,1,Real Bed,90,12,1,25,1,1125,43,99,10,10,10,10,10,10,f,moderate,f,f,0.76
1238,31,none,N/A,N/A,f,1,f,51.46844698,-0.127259003,Apartment,Private room,1,1,2,2,Real Bed,,,1,0,3,7,0,,,,,,,,f,flexible,f,f,
1239,110,none,within an hour,0.99,f,36,f,51.52210795,-0.102039016,Apartment,Entire home/apt,2,1,0,1,Real Bed,0,45,1,0,1,1125,12,88,10,9,10,10,10,8,t,flexible,f,f,2.07
1240,160,none,N/A,N/A,f,1,t,51.53726919,-0.06132066,Apartment,Entire home/apt,4,2,2,2,Real Bed,300,40,1,0,4,11,10,100,10,10,10,10,10,10,t,moderate,f,f,0.86
1241,45,none,within an hour,1,f,2,f,51.54573953,-0.083061443,Apartment,Private room,2,1,2,2,Real Bed,100,7,1,0,1,30,17,87,10,9,10,10,9,9,t,strict_14_with_grace_period,f,f,0.54
1242,289,none,within a day,0.8,f,13,f,51.50526989,-0.149119112,Apartment,Entire home/apt,5,2,2,3,Real Bed,,49,1,0,3,1125,1,20,,,2,2,,,f,strict_14_with_grace_period,f,f,0.1
1243,60,social,within an hour,1,f,2,f,51.51400032,-0.190106573,Townhouse,Private room,2,1,1,1,Real Bed,250,50,1,15,3,14,44,91,9,9,10,10,10,9,f,strict_14_with_grace_period,t,t,0.6
1244,75,none,within a day,1,t,1,t,51.49485526,-0.070914604,Apartment,Entire home/apt,2,1,1,1,Real Bed,600,60,1,0,3,1124,40,98,10,10,10,10,10,10,f,moderate,f,f,0.93
1245,75,none,N/A,N/A,f,1,f,51.54926159,-0.043369465,Apartment,Entire home/apt,4,2,2,2,Real Bed,500,40,1,0,2,1125,2,100,10,10,10,10,10,10,f,flexible,f,f,0.08
1246,110,none,a few days or more,0.33,f,1,f,51.49174392,-0.10740654,Apartment,Entire home/apt,4,1,2,2,Real Bed,85,84,4,15,2,1125,6,93,9,9,9,10,10,10,f,moderate,f,f,1.73
1247,90,none,within an hour,1,f,1,f,51.51272655,-0.055861865,Apartment,Entire home/apt,4,1,1,2,Real Bed,85,65,2,15,2,1125,14,96,10,10,10,10,9,9,f,moderate,f,f,0.8
1248,377,none,within an hour,0.77,f,30,f,51.51140724,-0.180352725,Apartment,Entire home/apt,8,2,3,3,Real Bed,0,60,1,0,3,1125,0,,,,,,,,t,moderate,f,f,
1249,55,none,N/A,N/A,f,1,t,51.5396295,-0.072806983,Apartment,Private room,1,1,1,1,Real Bed,,10,1,15,2,1125,0,,,,,,,,f,moderate,f,f,
1250,106,none,within an hour,1,f,4,t,51.48641644,-0.209356673,Apartment,Entire home/apt,2,1,1,1,Real Bed,,,1,0,1,1125,0,,,,,,,,f,flexible,f,f,
1251,70,none,within a day,0.8,f,2,t,51.53305056,-0.220863814,Apartment,Entire home/apt,2,1,1,1,Real Bed,300,40,2,20,3,1125,1,100,10,10,10,8,10,10,f,strict_14_with_grace_period,f,f,1
1252,90,none,N/A,N/A,f,1,f,51.4811601,-0.204897808,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,60,1,0,2,1125,2,80,8,7,8,9,9,8,f,moderate,f,f,0.11
1253,55,none,within an hour,1,t,1,f,51.45291005,-0.063521976,Boutique hotel,Private room,4,2,2,2,Real Bed,0,30,1,0,2,30,24,96,10,10,10,10,9,10,t,flexible,f,f,2.14
1254,42,none,N/A,N/A,f,1,f,51.55972743,-0.197202673,Apartment,Private room,2,1,1,1,Real Bed,,,1,0,2,1125,0,,,,,,,,t,flexible,f,f,
1255,54,none,N/A,N/A,f,1,t,51.5244772,-0.171551159,Apartment,Private room,2,1,1,1,Real Bed,0,8,1,6,1,1125,4,85,10,10,10,10,10,9,f,flexible,f,f,0.66
1256,50,none,N/A,N/A,f,1,f,51.52375335,-0.068027258,Apartment,Private room,2,1,1,1,Real Bed,,,1,0,7,1125,0,,,,,,,,t,flexible,f,f,
1257,250,none,N/A,N/A,f,1,t,51.52408464,-0.082060043,Apartment,Entire home/apt,4,2,2,2,Real Bed,,25,1,0,2,1125,1,60,6,4,10,4,10,6,t,flexible,f,f,0.04
1258,85,none,within an hour,0.9,f,2,t,51.46571268,-0.13343642,Apartment,Entire home/apt,4,1,1,1,Real Bed,200,50,2,30,1,100,1,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.61
1259,65,none,within an hour,1,f,1,f,51.47356924,-0.155902979,Apartment,Entire home/apt,6,1,2,3,Real Bed,100,40,2,8,1,60,25,80,9,8,8,9,9,8,f,strict_14_with_grace_period,f,f,4.41
1260,200,none,within an hour,1,t,3,f,51.52945898,-0.103305584,Apartment,Entire home/apt,5,1,2,2,Real Bed,150,45,1,0,2,1125,0,,,,,,,,t,flexible,f,f,
1261,150,none,within a day,0.5,f,1,f,51.52410485,-0.161433612,Apartment,Private room,1,1,1,1,Real Bed,,,1,0,7,345,0,,,,,,,,t,flexible,f,f,
1262,55,none,within an hour,1,f,1,t,51.54991415,-0.051871251,House,Private room,2,1,1,1,Real Bed,100,30,1,10,1,14,26,98,10,10,10,10,10,10,f,moderate,f,f,1.49
1263,89,none,N/A,N/A,f,1,t,51.5372359,-0.028190574,Apartment,Entire home/apt,2,1,1,1,Real Bed,,,1,0,1,1125,0,,,,,,,,f,flexible,f,f,
1264,55,none,N/A,N/A,f,1,t,51.5319786,-0.1201438,Apartment,Private room,2,1,1,1,Real Bed,,20,1,0,1,20,2,100,10,9,10,10,10,10,f,strict_14_with_grace_period,f,f,0.07
1265,99,none,within a few hours,1,f,2,f,51.52221514,-0.14081423,Apartment,Entire home/apt,4,1,1,1,Real Bed,150,50,1,0,2,1125,26,92,9,9,10,10,10,9,t,strict_14_with_grace_period,f,f,1.33
