index,age,duration,previous,housing_yes,default_yes,loan_yes,poutcome_other,poutcome_success,poutcome_unknown,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,marital_married,marital_single,y_yes
1161,29,563,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1162,55,241,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1163,35,52,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1164,40,76,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1165,34,441,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1166,32,319,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1167,33,13,6,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1168,33,803,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
1169,37,396,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1170,58,188,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1171,36,637,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1172,42,175,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1173,34,945,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1174,35,162,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1175,60,1178,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1176,50,506,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1177,28,409,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1178,27,116,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1179,37,244,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
1180,31,352,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1181,34,152,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
1182,38,164,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1183,32,234,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1184,37,154,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1185,33,566,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1186,71,327,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1187,27,265,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1188,38,172,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1189,34,257,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1190,54,618,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1191,30,241,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1192,35,936,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1193,33,329,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1194,36,24,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1195,59,177,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1196,72,120,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1197,64,135,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1198,53,175,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1199,35,179,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1200,58,58,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1201,40,342,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1202,41,139,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1203,48,88,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1204,44,210,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1205,39,731,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1206,61,670,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
1207,36,63,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1208,28,70,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1209,58,72,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1210,60,241,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1211,66,272,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1212,36,207,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1213,49,64,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1214,40,543,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1215,23,166,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1216,29,245,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1217,44,94,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1218,54,34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1219,47,203,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1220,33,318,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1221,30,158,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1222,27,177,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1223,49,56,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1224,27,172,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1225,51,136,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1226,32,82,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1227,30,123,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1228,33,110,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1229,27,385,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1230,75,415,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1231,37,73,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1232,36,243,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1233,37,137,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1234,35,55,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1235,32,18,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1236,32,255,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1237,35,95,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1238,31,112,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1239,28,205,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1240,27,97,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1241,22,154,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1242,35,135,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1243,69,230,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1244,37,349,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1245,45,38,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1246,47,268,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1247,52,94,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1248,33,263,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1249,60,671,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
1250,33,197,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1251,44,180,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1252,38,452,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1253,54,352,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1254,32,175,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1255,33,163,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1256,55,200,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1257,51,75,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1258,48,227,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1259,37,586,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1260,33,119,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1261,30,80,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1262,43,112,3,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1263,49,130,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1264,54,237,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1265,31,377,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1266,54,335,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
1267,36,121,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1268,30,127,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1269,27,650,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1270,30,107,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1271,30,610,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1272,35,124,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1273,33,216,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1274,43,747,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1275,41,313,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1276,41,252,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1277,46,121,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1278,54,799,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1279,32,883,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1280,30,197,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1281,40,271,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1282,30,221,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1283,27,243,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1284,41,72,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1285,54,155,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1286,32,70,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1287,31,280,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
1288,42,115,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1289,48,29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1290,34,406,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1291,55,113,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1292,49,47,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1293,46,36,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1294,47,135,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1295,24,67,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1296,58,684,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1297,32,686,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1298,25,170,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1299,49,150,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1300,59,1060,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1301,30,122,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1302,46,724,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1303,42,230,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
1304,37,187,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1305,44,179,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1306,49,357,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1307,41,82,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1308,48,176,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1309,31,424,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1310,37,115,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1311,51,177,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1312,80,712,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1313,32,118,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1314,48,25,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1315,49,753,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1316,30,124,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1317,27,208,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1318,34,136,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1319,49,1081,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
1320,48,376,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1321,40,78,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1322,38,354,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1323,46,29,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1324,41,209,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1325,28,433,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1326,51,147,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1327,33,41,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1328,26,111,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1329,34,108,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1330,27,411,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1331,42,108,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1332,45,224,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1333,31,1083,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1334,32,757,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1335,39,57,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1336,26,95,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1337,40,144,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1338,52,135,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1339,40,176,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1340,48,524,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1341,31,65,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1342,27,653,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1343,47,91,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1344,28,93,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1345,40,503,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1346,34,186,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1347,29,121,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1348,36,452,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1349,83,883,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1350,55,104,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1351,43,24,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1352,23,79,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1353,44,178,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1354,58,74,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1355,29,217,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1356,30,475,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1357,29,127,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1358,41,101,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1359,35,340,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1360,31,158,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1361,27,242,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1362,47,323,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1363,53,18,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1364,34,68,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1365,34,134,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1366,36,113,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1367,40,43,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1368,37,200,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1369,65,245,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1370,53,343,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1371,28,229,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1372,33,530,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1373,56,58,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1374,45,78,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1375,39,147,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1376,28,40,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1377,36,618,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1378,41,23,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1379,46,293,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1380,41,16,5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1381,59,286,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1382,24,209,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1383,34,935,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1384,40,260,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1385,42,298,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1386,50,397,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1387,25,113,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1388,51,76,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1389,50,141,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1390,37,773,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1391,21,329,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1392,52,423,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1393,55,67,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1394,26,626,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1395,38,578,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1396,32,61,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1397,31,248,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1398,34,136,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1399,33,126,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1400,35,653,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1401,44,7,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1402,48,528,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1403,29,785,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1404,50,243,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1405,37,24,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1406,44,82,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1407,36,952,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1408,49,27,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1409,31,143,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1410,49,274,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1411,35,1174,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
1412,57,915,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1413,42,115,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1414,36,222,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1415,75,341,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1416,38,112,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1417,40,64,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1418,38,937,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1419,34,129,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1420,29,59,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1421,28,79,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1422,79,151,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1423,51,83,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1424,32,101,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1425,36,157,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
1426,38,57,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1427,49,176,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1428,42,222,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1429,43,217,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1430,34,252,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1431,59,1063,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1432,35,41,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1433,33,27,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1434,34,758,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1435,64,301,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1436,34,574,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1437,77,847,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1438,57,78,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1439,30,514,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1440,56,1558,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1441,49,789,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1442,73,146,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
